region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,5,1.92,777.79,1457.08,783.1,91.91999999999999
中彰投,2016,6,2.64,916.91,1527.6599999999999,842.18,93.34
中彰投,2016,7,1.04,888.16,1507.5900000000001,837.0600000000001,93.13
中彰投,2016,8,2.51,930.16,1642.3100000000002,898.82,92.57
中彰投,2016,9,2.36,983.23,1815.05,994.0300000000001,96.12
中彰投,2016,10,2.46,1002.89,1996.1100000000001,1122.6499999999999,102.49
中彰投,2016,11,2.18,876.05,1836.92,1030.52,99.66
中彰投,2016,12,2.22,889.4599999999999,1950.9099999999999,1100.6299999999999,99.7
中彰投,2016,13,2.33,1008.3199999999999,1949.65,1117.44,104.14
中彰投,2016,14,2.34,1003.2,2006.99,1195.85,104.42999999999999
中彰投,2016,15,1.94,1020.18,1950.9700000000003,1160.4299999999998,102.75
中彰投,2016,16,2.2,1082.44,2005.25,1172.92,103.61000000000001
中彰投,2016,17,2.05,1105.79,1911.38,1105.2,106.09
中彰投,2016,18,2.11,1031.51,1850.4,1066.6200000000001,103.89000000000001
中彰投,2016,19,1.86,1010.6800000000001,1607.77,892.8800000000001,103.11000000000001
中彰投,2016,20,1.94,1084.34,1589.14,854.84,102.96999999999998
中彰投,2016,21,1.99,1075.77,1576.48,854.6300000000001,105.75999999999999
中彰投,2016,22,1.77,1044.04,1482.5,777.82,101.25
中彰投,2016,23,1.77,994.03,1292.7,647.41,98.53999999999999
中彰投,2016,24,1.51,938.5799999999999,1181.58,570.36,91.44
中彰投,2016,25,1.84,825.8100000000001,1065.85,492.3,89.4
中彰投,2016,26,1.76,786.77,953.1800000000001,408.3,86.03
中彰投,2016,27,1.68,820.11,972.21,430.26,89.04999999999998
中彰投,2016,28,1.51,778.95,922.27,398.11,85.66
中彰投,2016,29,1.73,773.02,968.98,432.51,88.36
中彰投,2016,30,1.56,800.3499999999999,1010.8100000000001,481.43999999999994,89.56
中彰投,2016,31,1.5,869.1100000000001,1058.5500000000002,518.8100000000001,90.14
中彰投,2016,32,1.59,892.3800000000001,1074.18,535.77,90.52000000000001
中彰投,2016,33,1.55,922.42,1130.72,568.74,93.73
中彰投,2016,34,1.58,1024.19,1243.88,640.1,96.96000000000001
中彰投,2016,35,1.6,1163.18,1400.3899999999999,731.77,98.19
中彰投,2016,36,1.52,1100.29,1317.54,679.8199999999999,93.96000000000001
中彰投,2016,37,1.53,1040.68,1281.85,646.31,91.78
中彰投,2016,38,1.64,1091.81,1374.88,685.0,92.15
中彰投,2016,39,1.88,1043.02,1355.43,652.3000000000001,90.37
中彰投,2016,40,1.54,921.4000000000001,1307.17,619.23,90.39000000000001
中彰投,2016,41,1.74,920.58,1349.55,637.8199999999999,91.31
中彰投,2016,42,1.62,1034.26,1679.79,849.41,99.35000000000001
中彰投,2016,43,1.8,987.82,1750.99,908.9300000000001,105.42999999999999
中彰投,2016,44,1.73,1039.75,1801.3899999999999,935.0,105.24
中彰投,2016,45,1.66,1063.1999999999998,1811.8899999999999,931.98,105.60000000000001
中彰投,2016,46,1.74,1120.25,2116.83,1115.8400000000001,113.44
中彰投,2016,47,1.81,1012.8,1905.4,985.1899999999999,108.77
中彰投,2016,48,1.66,999.28,1848.1800000000003,932.29,101.71
中彰投,2016,49,1.68,946.72,1891.31,964.4200000000001,104.5
中彰投,2016,50,1.78,912.4399999999999,1911.6999999999998,961.1800000000001,102.14999999999999
中彰投,2016,51,1.89,875.86,1835.29,921.15,100.13999999999999
中彰投,2016,52,1.75,900.96,1920.6100000000001,947.9699999999999,97.65
中彰投,2017,1,1.95,907.8199999999999,2128.77,1093.42,99.93
中彰投,2017,2,1.94,900.04,2107.4,1101.7199999999998,98.45999999999998
中彰投,2017,3,2.01,888.38,2028.98,1063.51,96.41
中彰投,2017,4,1.87,917.8299999999999,1944.06,1004.9100000000001,93.00999999999999
中彰投,2017,5,1.24,943.61,1858.05,955.3900000000001,91.19999999999999
中彰投,2017,6,2.01,994.8299999999999,1791.3600000000001,907.27,90.52999999999999
中彰投,2017,7,1.96,1049.83,1862.03,935.69,92.53999999999999
中彰投,2017,8,2.02,1059.6200000000001,1940.5099999999998,993.0699999999999,92.46
中彰投,2017,9,1.85,1087.45,1997.9699999999998,1028.32,94.36999999999999
中彰投,2017,10,1.83,1106.6699999999998,2081.8500000000004,1126.36,97.56
中彰投,2017,11,1.85,1110.38,2034.7000000000003,1120.52,97.83
中彰投,2017,12,1.94,1131.46,1979.8300000000002,1098.16,95.60999999999999
中彰投,2017,13,1.75,1230.7200000000003,2074.08,1139.3000000000002,99.05999999999999
中彰投,2017,14,1.8,1294.44,2094.24,1165.02,99.88
中彰投,2017,15,2.0,1253.3,2006.5100000000002,1089.53,99.16999999999999
中彰投,2017,16,1.87,1221.99,1898.78,1020.8499999999999,98.0
中彰投,2017,17,1.74,1246.07,1889.18,1005.05,99.99
中彰投,2017,18,1.73,1200.07,1785.8400000000001,964.16,100.83000000000001
中彰投,2017,19,1.79,1110.8700000000001,1713.4299999999998,884.69,101.75
中彰投,2017,20,1.73,1176.0900000000001,1636.2399999999998,835.12,101.37
中彰投,2017,21,1.66,1202.68,1607.5699999999997,806.1899999999999,103.13
中彰投,2017,22,1.44,1123.67,1443.4499999999998,719.04,99.13000000000001
中彰投,2017,23,1.71,1047.9,1283.54,616.31,96.24000000000001
中彰投,2017,24,1.78,953.4,1077.82,506.06999999999994,88.48
中彰投,2017,25,1.79,812.08,1001.8699999999999,453.92999999999995,84.31
中彰投,2017,26,1.72,747.89,950.67,419.77,82.55
中彰投,2017,27,1.8,703.69,896.0699999999999,379.76,81.06
中彰投,2017,28,1.7,706.65,879.41,363.40999999999997,80.93
中彰投,2017,29,1.64,795.32,970.28,429.34000000000003,85.86
中彰投,2017,30,1.74,899.06,1075.19,514.47,94.00999999999999
中彰投,2017,31,1.63,902.6999999999999,1045.64,499.19,91.66
中彰投,2017,32,1.48,877.7,1096.02,528.1,90.74000000000001
中彰投,2017,33,1.5,856.3799999999999,1091.0299999999997,541.55,91.68999999999998
中彰投,2017,34,1.55,839.0899999999999,1104.26,556.26,92.55000000000001
中彰投,2017,35,1.67,829.7699999999999,1131.51,561.4000000000001,90.23
中彰投,2017,36,1.59,848.5300000000001,1183.4199999999998,600.0699999999999,93.23
中彰投,2017,37,1.63,935.9000000000001,1265.9599999999998,650.78,99.12
中彰投,2017,38,1.63,1101.3700000000001,1486.79,790.0500000000001,107.44
中彰投,2017,39,1.55,1108.56,1509.53,807.1500000000001,108.82000000000001
