region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,2,1.69,306.47,663.26,360.88,38.25
中彰投,2016,3,1.56,323.23,606.08,342.41999999999996,37.47
中彰投,2016,4,1.59,313.78,584.62,315.84000000000003,37.32
中彰投,2016,5,1.81,323.16999999999996,485.96999999999997,242.46,34.6
中彰投,2016,6,2.31,428.04999999999995,644.81,363.68,37.620000000000005
中彰投,2016,7,1.68,416.84000000000003,713.77,414.84000000000003,39.46
中彰投,2016,8,2.72,336.48,720.73,399.06,36.7
中彰投,2016,9,2.39,408.85,892.0799999999999,472.81,40.31
中彰投,2016,10,2.37,395.9,839.77,466.28999999999996,44.519999999999996
中彰投,2016,11,2.36,320.87,666.6800000000001,400.16999999999996,41.16
中彰投,2016,12,1.98,303.40999999999997,668.5699999999999,392.82,36.67
中彰投,2016,13,1.81,468.75,833.46,485.98,41.18
中彰投,2016,14,2.24,522.59,948.1600000000001,568.03,45.04
中彰投,2016,15,1.77,407.76,841.09,509.28,43.129999999999995
中彰投,2016,16,1.92,400.11,664.94,377.24,40.34
中彰投,2016,17,1.75,389.02,628.98,337.59000000000003,40.010000000000005
中彰投,2016,18,1.67,417.82,678.6099999999999,379.68,41.46
中彰投,2016,19,1.69,427.48,644.55,355.71000000000004,42.06
中彰投,2016,20,1.54,460.59,579.83,297.5,42.209999999999994
中彰投,2016,21,1.65,465.2,633.6500000000001,338.99,42.989999999999995
中彰投,2016,22,1.42,348.72,522.34,260.57,38.29
中彰投,2016,23,1.44,336.08000000000004,394.83000000000004,172.46,34.239999999999995
中彰投,2016,24,1.26,322.02,343.63,148.25,32.25
中彰投,2016,25,1.3,292.37,352.98,142.39,33.07
中彰投,2016,26,1.29,313.39,405.25,176.93,37.58
中彰投,2016,27,1.17,343.02,428.70000000000005,198.53,37.94
中彰投,2016,28,1.25,328.26,363.92,162.26999999999998,33.87
中彰投,2016,29,1.15,274.93,340.4,150.5,31.560000000000002
中彰投,2016,30,1.16,313.77,441.52,225.72,36.97
