region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,5,57.13,572.01,777.79,783.1,91.91999999999999
中彰投,2016,6,72.47,545.72,916.91,842.18,93.34
中彰投,2016,7,38.59,542.11,888.16,837.0600000000001,93.13
中彰投,2016,8,76.48,538.03,930.16,898.82,92.57
中彰投,2016,9,71.16,557.56,983.23,994.0300000000001,96.12
中彰投,2016,10,69.69,572.6700000000001,1002.89,1122.6499999999999,102.49
中彰投,2016,11,59.74,623.94,876.05,1030.52,99.66
中彰投,2016,12,57.44,649.83,889.4599999999999,1100.6299999999999,99.7
中彰投,2016,13,55.18,646.72,1008.3199999999999,1117.44,104.14
中彰投,2016,14,61.74,614.4,1003.2,1195.85,104.42999999999999
中彰投,2016,15,48.75,592.6700000000001,1020.18,1160.4299999999998,102.75
中彰投,2016,16,47.09,543.0,1082.44,1172.92,103.61000000000001
中彰投,2016,17,44.64,494.33000000000004,1105.79,1105.2,106.09
中彰投,2016,18,43.91,463.5,1031.51,1066.6200000000001,103.89000000000001
中彰投,2016,19,41.86,444.66,1010.6800000000001,892.8800000000001,103.11000000000001
中彰投,2016,20,40.27,426.26,1084.34,854.84,102.96999999999998
中彰投,2016,21,40.53,424.27,1075.77,854.6300000000001,105.75999999999999
中彰投,2016,22,36.36,392.69000000000005,1044.04,777.82,101.25
中彰投,2016,23,33.49,360.50000000000006,994.03,647.41,98.53999999999999
中彰投,2016,24,31.75,332.88,938.5799999999999,570.36,91.44
中彰投,2016,25,33.46,304.02,825.8100000000001,492.3,89.4
中彰投,2016,26,31.45,265.01,786.77,408.3,86.03
中彰投,2016,27,31.16,274.84,820.11,430.26,89.04999999999998
中彰投,2016,28,29.87,260.19,778.95,398.11,85.66
中彰投,2016,29,31.33,258.39,773.02,432.51,88.36
中彰投,2016,30,30.06,259.65,800.3499999999999,481.43999999999994,89.56
中彰投,2016,31,30.91,267.07,869.1100000000001,518.8100000000001,90.14
