region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
北北基桃竹苗,2016,31,0.39,81.14,198.18,99.23,20.67
北北基桃竹苗,2016,32,0.39,82.29,161.27,80.31,20.96
北北基桃竹苗,2016,33,0.45,81.71,175.7,72.41,18.67
北北基桃竹苗,2016,34,0.46,84.91,188.85,117.41,22.26
北北基桃竹苗,2016,35,0.44,101.6,324.32,166.44,22.41
北北基桃竹苗,2016,36,0.46,91.66,162.82,85.74,19.32
北北基桃竹苗,2016,37,0.45,80.17,143.08,68.73,16.95
北北基桃竹苗,2016,38,0.42,73.17,214.2,85.54,15.38
北北基桃竹苗,2016,39,0.52,68.67,178.87,91.13,16.03
北北基桃竹苗,2016,40,0.47,79.33,152.59,96.18,17.89
北北基桃竹苗,2016,41,0.51,80.38,196.07,59.92,14.76
北北基桃竹苗,2016,42,0.53,68.74,172.17,109.59,17.69
北北基桃竹苗,2016,43,0.69,110.62,195.78,152.37,25.11
北北基桃竹苗,2016,44,0.8,77.87,249.04,96.4,18.22
北北基桃竹苗,2016,45,0.96,108.89,212.2,118.34,19.76
北北基桃竹苗,2016,46,0.94,122.84,223.78,159.61,22.76
北北基桃竹苗,2016,47,1.02,119.19,166.49,94.02,21.66
北北基桃竹苗,2016,48,0.95,91.96,206.08,99.54,15.21
北北基桃竹苗,2016,49,1.03,93.69,221.5,123.22,19.49
北北基桃竹苗,2016,50,0.95,99.0,224.42,118.61,17.02
北北基桃竹苗,2016,51,1.02,123.88,189.93,140.54,19.7
北北基桃竹苗,2016,52,0.99,96.12,220.8,130.8,15.6
北北基桃竹苗,2017,1,0.9,121.27,172.77,163.38,19.89
北北基桃竹苗,2017,2,0.85,99.88,218.27,145.12,19.35
北北基桃竹苗,2017,3,0.85,97.55,204.63,92.17,15.36
北北基桃竹苗,2017,4,0.92,83.91,256.25,118.49,15.81
北北基桃竹苗,2017,5,0.8,86.27,209.51,120.66,15.03
北北基桃竹苗,2017,6,0.89,85.51,258.49,176.72,16.56
北北基桃竹苗,2017,7,0.81,117.94,255.86,151.38,17.54
北北基桃竹苗,2017,8,0.75,120.05,209.22,126.82,15.0
北北基桃竹苗,2017,9,0.74,126.75,252.79,169.44,19.4
北北基桃竹苗,2017,10,0.75,135.21,266.81,167.49,18.4
北北基桃竹苗,2017,11,0.73,114.44,248.8,128.14,16.18
北北基桃竹苗,2017,12,0.79,113.53,259.58,110.53,18.32
北北基桃竹苗,2017,13,0.85,131.26,307.57,227.14,21.31
北北基桃竹苗,2017,14,0.69,124.91,298.37,205.3,21.75
北北基桃竹苗,2017,15,0.71,125.15,217.84,148.62,21.07
北北基桃竹苗,2017,16,0.68,106.27,193.4,158.43,18.76
北北基桃竹苗,2017,17,0.72,124.86,287.36,131.77,19.06
北北基桃竹苗,2017,18,0.75,116.4,237.57,175.51,24.2
北北基桃竹苗,2017,19,0.78,105.81,215.06,139.04,22.24
北北基桃竹苗,2017,20,0.97,95.14,271.74,94.99,18.47
北北基桃竹苗,2017,21,1.07,93.33,227.51,91.25,20.37
北北基桃竹苗,2017,22,1.21,85.08,202.33,79.69,16.12
北北基桃竹苗,2017,23,1.49,94.71,178.26,128.12,22.05
北北基桃竹苗,2017,24,1.77,93.59,163.36,59.02,16.02
北北基桃竹苗,2017,25,2.56,85.69,122.59,72.08,19.22
北北基桃竹苗,2017,26,3.02,82.76,166.71,95.56,21.96
北北基桃竹苗,2017,27,2.84,84.91,136.1,64.33,18.89
北北基桃竹苗,2017,28,2.67,85.91,145.28,87.49,21.6
北北基桃竹苗,2017,29,2.22,78.69,171.44,101.77,21.9
北北基桃竹苗,2017,30,1.71,78.17,178.23,111.1,21.04
北北基桃竹苗,2017,31,1.36,89.0,170.12,98.03,19.26
北北基桃竹苗,2017,32,1.08,72.99,157.02,99.08,19.26
北北基桃竹苗,2017,33,0.74,85.33,174.85,120.32,24.23
北北基桃竹苗,2017,34,0.71,73.54,163.96,93.2,19.34
北北基桃竹苗,2017,35,0.58,67.34,178.72,82.03,17.43
北北基桃竹苗,2017,36,0.59,90.93,174.27,111.96,22.44
北北基桃竹苗,2017,37,0.56,91.46,208.01,114.17,21.27
北北基桃竹苗,2017,38,0.58,107.33,299.98,182.19,28.39
北北基桃竹苗,2017,39,0.53,97.57,219.32,138.38,23.27
北北基桃竹苗,2017,40,0.57,79.75,249.71,134.78,20.24
北北基桃竹苗,2017,41,0.5,56.4,165.17,73.72,15.05
北北基桃竹苗,2017,42,0.53,77.76,206.31,74.11,14.0
北北基桃竹苗,2017,43,0.59,93.95,338.45,150.46,15.68
北北基桃竹苗,2017,44,0.62,87.02,269.51,113.79,15.56
北北基桃竹苗,2017,45,0.65,86.44,238.45,111.72,16.17
北北基桃竹苗,2017,46,0.62,104.06,185.23,102.16,18.89
北北基桃竹苗,2017,47,0.71,92.45,196.52,72.38,15.03
北北基桃竹苗,2017,48,0.81,90.36,207.01,96.03,15.39
北北基桃竹苗,2017,49,0.88,99.68,224.99,123.43,16.53
北北基桃竹苗,2017,50,1.04,95.47,212.14,96.04,16.5
北北基桃竹苗,2017,51,1.35,97.49,229.12,119.99,17.95
北北基桃竹苗,2017,52,1.72,97.63,242.2,180.01,18.55
北北基桃竹苗,2018,1,1.69,100.45,194.88,100.29,16.35
北北基桃竹苗,2018,2,1.78,101.66,201.09,89.38,15.97
北北基桃竹苗,2018,3,2.22,122.04,200.22,128.14,20.66
北北基桃竹苗,2018,4,2.34,84.49,227.02,80.14,14.7
北北基桃竹苗,2018,5,2.05,92.54,217.84,106.78,13.79
北北基桃竹苗,2018,6,2.04,117.22,211.02,128.2,15.39
北北基桃竹苗,2018,7,2.1,116.86,242.26,193.92,18.5
北北基桃竹苗,2018,8,2.29,108.9,209.72,155.85,16.15
北北基桃竹苗,2018,9,1.99,141.11,179.67,211.42,21.49
北北基桃竹苗,2018,10,1.69,90.07,236.77,113.47,14.18
北北基桃竹苗,2018,11,1.59,138.61,215.0,163.44,21.58
北北基桃竹苗,2018,12,1.37,103.04,275.42,142.42,15.02
北北基桃竹苗,2018,13,1.14,91.88,252.07,154.15,15.93
北北基桃竹苗,2018,14,0.75,90.0,254.3,190.97,16.44
北北基桃竹苗,2018,15,0.68,118.22,211.03,152.28,21.34
北北基桃竹苗,2018,16,0.67,106.41,300.78,172.16,19.53
北北基桃竹苗,2018,17,0.56,110.1,285.62,171.11,19.85
北北基桃竹苗,2018,18,0.51,99.56,248.37,160.48,20.87
北北基桃竹苗,2018,19,0.47,94.4,261.87,122.22,20.96
北北基桃竹苗,2018,20,0.44,93.41,167.21,133.78,26.16
北北基桃竹苗,2018,21,0.44,94.8,224.25,133.96,24.35
北北基桃竹苗,2018,22,0.46,82.19,260.27,117.83,20.52
北北基桃竹苗,2018,23,0.39,78.32,178.95,94.25,20.78
北北基桃竹苗,2018,24,0.46,85.11,295.9,102.29,15.72
北北基桃竹苗,2018,25,0.47,74.37,129.44,66.32,17.74
北北基桃竹苗,2018,26,0.52,79.35,170.35,101.4,22.63
北北基桃竹苗,2018,27,0.49,64.68,151.73,68.06,17.31
北北基桃竹苗,2018,28,0.47,53.02,128.81,78.05,17.47
北北基桃竹苗,2018,29,0.5,51.69,124.12,83.07,17.65
北北基桃竹苗,2018,30,0.5,82.92,169.09,119.64,21.72
北北基桃竹苗,2018,31,0.53,81.16,197.68,110.19,20.91
北北基桃竹苗,2018,32,0.46,76.45,191.56,133.88,21.99
北北基桃竹苗,2018,33,0.53,83.63,180.13,78.82,18.74
北北基桃竹苗,2018,34,0.58,80.89,189.81,72.2,17.11
北北基桃竹苗,2018,35,0.48,92.39,139.36,82.22,17.22
北北基桃竹苗,2018,36,0.55,85.29,195.85,110.03,19.4
北北基桃竹苗,2018,37,0.56,65.71,155.65,79.6,16.53
北北基桃竹苗,2018,38,0.64,80.83,182.42,144.68,21.52
北北基桃竹苗,2018,39,0.59,73.16,286.3,95.71,14.28
北北基桃竹苗,2018,40,0.64,82.7,357.13,120.21,16.59
北北基桃竹苗,2018,41,0.47,81.58,256.11,83.9,15.84
北北基桃竹苗,2018,42,0.56,86.57,280.73,85.87,15.18
北北基桃竹苗,2018,43,0.58,93.21,274.45,128.69,18.8
北北基桃竹苗,2018,44,0.7,79.24,295.35,79.71,14.73
北北基桃竹苗,2018,45,0.6,101.65,192.53,150.23,20.18
北北基桃竹苗,2018,46,0.68,95.58,206.14,101.8,17.8
北北基桃竹苗,2018,47,0.65,91.66,213.53,89.91,16.08
北北基桃竹苗,2018,48,0.73,110.0,223.03,132.33,18.91
北北基桃竹苗,2018,49,0.82,98.63,186.62,88.68,17.81
北北基桃竹苗,2018,50,0.87,85.48,177.33,73.56,14.78
北北基桃竹苗,2018,51,1.06,128.57,225.02,160.03,20.85
北北基桃竹苗,2018,52,1.17,70.15,211.65,51.39,13.31
北北基桃竹苗,2019,1,1.1,94.28,171.13,71.68,14.67
北北基桃竹苗,2019,2,1.65,104.78,162.57,101.25,15.26
北北基桃竹苗,2019,3,1.8,108.75,220.38,133.52,15.17
北北基桃竹苗,2019,4,2.0,104.22,264.59,141.85,16.74
北北基桃竹苗,2019,5,2.32,120.57,210.34,165.91,17.02
北北基桃竹苗,2019,6,1.32,68.76,216.16,112.34,12.41
北北基桃竹苗,2019,7,1.81,91.1,200.14,88.64,14.09
北北基桃竹苗,2019,8,1.56,103.21,211.65,105.28,14.91
北北基桃竹苗,2019,9,1.4,106.35,229.77,161.21,14.76
北北基桃竹苗,2019,10,1.3,114.87,245.06,108.1,13.88
北北基桃竹苗,2019,11,1.16,112.43,299.91,150.11,15.23
北北基桃竹苗,2019,12,1.07,107.87,229.34,137.43,15.65
北北基桃竹苗,2019,13,1.01,92.9,280.13,124.15,15.39
北北基桃竹苗,2019,14,0.78,103.77,268.69,156.45,15.84
北北基桃竹苗,2019,15,0.79,90.55,258.1,120.76,15.39
北北基桃竹苗,2019,16,0.73,117.41,240.3,140.79,18.49
北北基桃竹苗,2019,17,0.75,87.83,232.76,120.78,20.22
北北基桃竹苗,2019,18,0.73,82.58,287.28,102.13,13.63
北北基桃竹苗,2019,19,0.73,90.75,254.15,88.4,15.88
北北基桃竹苗,2019,20,0.73,81.44,153.73,105.34,16.05
北北基桃竹苗,2019,21,0.79,96.58,267.56,122.49,15.76
北北基桃竹苗,2019,22,0.8,81.19,208.97,78.63,15.68
北北基桃竹苗,2019,23,0.79,75.04,127.75,70.09,16.09
北北基桃竹苗,2019,24,0.92,94.17,254.53,83.55,15.23
北北基桃竹苗,2019,25,0.92,78.11,148.85,63.63,15.56
北北基桃竹苗,2019,26,0.93,79.57,165.31,67.31,15.44
北北基桃竹苗,2019,27,0.98,64.63,155.32,60.19,14.03
北北基桃竹苗,2019,28,0.92,63.12,149.02,82.82,14.52
北北基桃竹苗,2019,29,0.94,61.52,147.04,70.45,15.05
北北基桃竹苗,2019,30,0.92,72.09,166.7,77.42,15.72
北北基桃竹苗,2019,31,0.9,52.72,150.98,74.94,15.42
北北基桃竹苗,2019,32,0.79,48.1,162.15,74.89,13.48
北北基桃竹苗,2019,33,0.8,68.79,220.57,77.42,14.51
北北基桃竹苗,2019,34,0.76,65.42,163.12,74.7,15.62
北北基桃竹苗,2019,35,0.82,65.11,158.47,98.52,16.78
北北基桃竹苗,2019,36,0.82,72.38,150.93,82.41,16.39
北北基桃竹苗,2019,37,0.86,60.8,188.69,96.04,15.38
北北基桃竹苗,2019,38,0.98,80.04,315.69,98.01,14.15
北北基桃竹苗,2019,39,0.89,66.66,182.07,57.47,14.3
北北基桃竹苗,2019,40,0.87,82.0,228.68,161.22,16.53
北北基桃竹苗,2019,41,0.82,73.74,306.86,118.55,15.57
北北基桃竹苗,2019,42,0.84,72.62,317.77,96.13,13.7
北北基桃竹苗,2019,43,0.72,81.67,283.9,96.15,15.41
北北基桃竹苗,2019,44,0.73,73.04,304.81,122.89,13.97
北北基桃竹苗,2019,45,0.84,75.53,302.59,88.95,14.18
北北基桃竹苗,2019,46,0.94,104.15,271.47,151.28,16.14
北北基桃竹苗,2019,47,0.91,75.56,195.85,67.79,14.22
北北基桃竹苗,2019,48,1.06,77.58,225.75,80.29,14.54
北北基桃竹苗,2019,49,1.03,79.44,250.25,74.19,14.13
北北基桃竹苗,2019,50,1.39,110.67,217.52,118.1,17.29
北北基桃竹苗,2019,51,1.58,104.01,156.74,70.79,15.82
北北基桃竹苗,2019,52,1.92,106.82,163.8,84.81,14.43
宜花東,2016,1,0.45,75.7,152.91,92.63,14.4
宜花東,2016,2,1.21,72.47,188.6,99.26,12.54
宜花東,2016,3,1.57,79.86,166.01,116.58,14.61
宜花東,2016,4,1.75,70.88,174.33,87.33,13.04
宜花東,2016,5,2.15,71.46,181.16,65.07,11.96
宜花東,2016,6,3.55,62.7,258.34,167.53,12.89
宜花東,2016,7,3.1,64.97,172.56,93.1,12.27
宜花東,2016,8,4.12,67.12,237.38,131.44,12.5
宜花東,2016,9,3.71,64.04,247.66,119.81,12.6
宜花東,2016,10,4.12,62.73,174.75,98.1,13.55
宜花東,2016,11,3.18,78.26,198.04,93.86,12.6
宜花東,2016,12,2.89,73.58,208.33,133.72,12.92
宜花東,2016,13,2.33,71.31,293.78,164.92,14.34
