region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,3,6.0,354.53,454.62,540.64,57.32
中彰投,2016,4,6.26,343.46,488.86,478.5,55.72
中彰投,2016,5,6.46,344.40000000000003,471.31999999999994,422.22,53.67
中彰投,2016,6,9.33,312.06,593.68,499.76,55.870000000000005
中彰投,2016,7,2.6,305.39,574.38,521.22,55.81
中彰投,2016,8,7.26,320.55,606.99,656.36,57.97
中彰投,2016,9,6.58,355.3,555.1800000000001,630.35,58.5
中彰投,2016,10,7.0,374.96000000000004,586.05,707.81,63.03
中彰投,2016,11,6.08,397.97,539.5699999999999,631.4599999999999,62.959999999999994
中彰投,2016,12,6.37,397.66,480.60999999999996,627.8199999999999,59.39
中彰投,2016,13,5.85,394.6,612.42,651.15,59.620000000000005
中彰投,2016,14,6.92,345.76,682.33,795.68,63.269999999999996
中彰投,2016,15,5.88,317.8,716.77,767.6099999999999,66.08
中彰投,2016,16,6.35,294.25,613.69,686.94,62.43000000000001
中彰投,2016,17,6.02,277.59000000000003,583.2,537.1700000000001,61.050000000000004
中彰投,2016,18,6.26,265.43,623.75,557.34,60.760000000000005
中彰投,2016,19,6.0,247.42,610.57,515.6400000000001,62.77
中彰投,2016,20,5.64,249.73,695.3199999999999,517.25,62.959999999999994
中彰投,2016,21,5.78,255.01999999999998,657.95,474.95000000000005,64.3
中彰投,2016,22,5.69,225.62,616.56,422.11,59.19
中彰投,2016,23,5.25,199.67000000000002,533.44,349.90999999999997,56.33
中彰投,2016,24,4.87,156.03,473.38,231.37,48.45
中彰投,2016,25,5.33,161.06,477.09000000000003,231.73,51.11
中彰投,2016,26,5.0,159.52999999999997,450.69,235.84,51.79
中彰投,2016,27,5.13,167.57999999999998,498.09,282.01,56.8
中彰投,2016,28,4.71,155.84,486.58,255.71999999999997,52.589999999999996
中彰投,2016,29,5.43,149.41,459.63,255.57999999999998,50.78
中彰投,2016,30,5.47,145.87,457.33,282.90999999999997,51.62
中彰投,2016,31,5.44,166.41,540.85,356.54,56.269999999999996
中彰投,2016,32,5.17,179.61,617.45,385.27,58.96000000000001
中彰投,2016,33,4.89,186.46,608.65,343.02,56.760000000000005
中彰投,2016,34,5.24,182.51999999999998,614.71,376.87,57.6
中彰投,2016,35,5.38,194.41,728.13,478.90999999999997,59.29
中彰投,2016,36,5.65,193.89000000000001,718.72,467.62,56.5
中彰投,2016,37,5.14,201.39,633.94,391.48,53.78
中彰投,2016,38,4.75,202.73000000000002,537.28,296.25,50.720000000000006
中彰投,2016,39,5.46,214.60999999999999,557.44,349.35,54.010000000000005
中彰投,2016,40,4.76,234.63,608.85,451.83000000000004,57.900000000000006
中彰投,2016,41,5.81,233.35000000000002,547.49,420.43999999999994,55.66
中彰投,2016,42,5.6,257.85,625.1800000000001,588.5899999999999,62.760000000000005
中彰投,2016,43,5.72,266.02,603.7,585.95,65.75999999999999
