region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,2,47.73,227.61,306.47,360.88,38.25
中彰投,2016,3,47.97,233.66,323.23,342.41999999999996,37.47
中彰投,2016,4,49.15,236.72,313.78,315.84000000000003,37.32
中彰投,2016,5,57.13,217.48000000000002,323.16999999999996,242.46,34.6
中彰投,2016,6,72.47,202.26,428.04999999999995,363.68,37.620000000000005
中彰投,2016,7,38.59,197.70999999999998,416.84000000000003,414.84000000000003,39.46
中彰投,2016,8,76.48,225.97,336.48,399.06,36.7
中彰投,2016,9,71.16,252.17000000000002,408.85,472.81,40.31
中彰投,2016,10,69.69,252.12,395.9,466.28999999999996,44.519999999999996
中彰投,2016,11,59.74,268.64,320.87,400.16999999999996,41.16
中彰投,2016,12,57.44,274.87,303.40999999999997,392.82,36.67
中彰投,2016,13,55.18,248.75,468.75,485.98,41.18
中彰投,2016,14,61.74,216.74,522.59,568.03,45.04
中彰投,2016,15,48.75,198.07,407.76,509.28,43.129999999999995
中彰投,2016,16,47.09,197.24,400.11,377.24,40.34
中彰投,2016,17,44.64,176.53,389.02,337.59000000000003,40.010000000000005
中彰投,2016,18,43.91,169.25,417.82,379.68,41.46
中彰投,2016,19,41.86,167.07,427.48,355.71000000000004,42.06
中彰投,2016,20,40.27,160.82999999999998,460.59,297.5,42.209999999999994
中彰投,2016,21,40.53,176.85,465.2,338.99,42.989999999999995
中彰投,2016,22,36.36,142.96,348.72,260.57,38.29
中彰投,2016,23,33.49,105.48,336.08000000000004,172.46,34.239999999999995
中彰投,2016,24,31.75,107.25999999999999,322.02,148.25,32.25
中彰投,2016,25,33.46,104.35,292.37,142.39,33.07
中彰投,2016,26,31.45,108.97999999999999,313.39,176.93,37.58
中彰投,2016,27,31.16,113.78,343.02,198.53,37.94
中彰投,2016,28,29.87,100.66,328.26,162.26999999999998,33.87
中彰投,2016,29,31.33,90.81,274.93,150.5,31.560000000000002
中彰投,2016,30,30.06,103.81,313.77,225.72,36.97
中彰投,2016,31,30.91,117.66,409.48,263.23,39.36
