region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,4,49.15,464.33,620.25,676.72,75.57
中彰投,2016,5,57.13,451.14000000000004,646.4,584.88,72.07
中彰投,2016,6,72.47,438.98,741.8299999999999,679.52,74.94
中彰投,2016,7,38.59,415.19,740.01,657.3000000000001,74.06
中彰投,2016,8,76.48,428.23,764.53,762.74,74.32
中彰投,2016,9,71.16,449.88,825.69,887.6500000000001,79.77
中彰投,2016,10,69.69,478.09000000000003,732.38,865.3499999999999,81.22
中彰投,2016,11,59.74,520.8100000000001,729.7199999999999,872.9799999999999,81.47
中彰投,2016,12,57.44,526.99,699.31,859.1099999999999,81.19
中彰投,2016,13,55.18,517.39,789.6199999999999,886.15,82.34
中彰投,2016,14,61.74,491.61,826.0,960.8499999999999,81.71
中彰投,2016,15,48.75,446.82000000000005,876.51,995.2599999999999,84.31
中彰投,2016,16,47.09,413.98,922.7,945.27,85.38000000000001
中彰投,2016,17,44.64,374.6,796.7800000000001,846.8700000000001,83.14
中彰投,2016,18,43.91,366.49,817.9300000000001,756.9200000000001,81.80000000000001
中彰投,2016,19,41.86,343.6,816.5,693.3000000000001,82.07000000000001
中彰投,2016,20,40.27,330.08,878.41,677.1800000000001,83.66999999999999
中彰投,2016,21,40.53,343.91999999999996,892.6800000000001,694.7,85.05
中彰投,2016,22,36.36,303.79,809.31,558.07,80.5
中彰投,2016,23,33.49,282.33000000000004,801.28,511.44999999999993,77.22999999999999
中彰投,2016,24,31.75,250.22,670.74,408.82,70.54
中彰投,2016,25,33.46,209.83,628.45,314.85,67.31
中彰投,2016,26,31.45,216.23999999999998,635.41,325.18,69.83
中彰投,2016,27,31.16,218.13,635.39,340.91999999999996,71.00999999999999
中彰投,2016,28,29.87,209.64,641.65,339.2,71.44999999999999
中彰投,2016,29,31.33,204.59,617.95,349.03,69.5
中彰投,2016,30,30.06,204.47,642.03,387.98999999999995,70.84
中彰投,2016,31,30.91,208.47,684.4100000000001,413.73,70.92
中彰投,2016,32,31.79,228.36,748.82,478.58,75.87
中彰投,2016,33,32.59,241.52,791.05,475.42999999999995,76.82000000000001
中彰投,2016,34,34.21,245.11999999999998,841.7900000000001,507.69,76.9
中彰投,2016,35,34.82,256.36,936.1,600.9499999999999,78.89
中彰投,2016,36,36.42,255.8,892.32,557.78,74.36
中彰投,2016,37,34.44,260.04999999999995,867.08,556.15,73.92
中彰投,2016,38,32.94,276.57000000000005,858.67,520.33,72.01
中彰投,2016,39,39.43,276.0,721.6300000000001,428.22,69.08000000000001
中彰投,2016,40,33.09,300.78999999999996,757.21,540.36,75.32000000000001
中彰投,2016,41,35.76,308.53000000000003,772.22,549.29,73.89
中彰投,2016,42,38.87,331.12,809.5300000000001,720.56,81.12
中彰投,2016,43,38.37,352.2,803.47,776.96,87.07
中彰投,2016,44,39.24,351.84000000000003,839.98,743.99,83.92999999999999
中彰投,2016,45,45.19,386.2099999999999,899.8299999999999,834.52,89.61000000000001
中彰投,2016,46,43.6,417.30999999999995,858.2099999999999,815.72,87.98
中彰投,2016,47,42.4,439.0,834.51,796.8199999999999,84.46
中彰投,2016,48,41.84,462.81,763.0,774.25,83.53999999999999
中彰投,2016,49,43.52,468.99,723.5,776.4300000000001,82.83
中彰投,2016,50,44.46,455.52000000000004,692.02,679.86,78.32
中彰投,2016,51,45.78,469.78000000000003,721.27,751.68,79.35
中彰投,2016,52,46.52,475.94,736.19,812.4999999999999,80.4
中彰投,2017,1,45.91,477.24,724.0999999999999,903.25,78.97
中彰投,2017,2,46.83,480.15000000000003,711.1,916.9699999999999,79.13999999999999
中彰投,2017,3,48.12,450.2,704.54,822.22,74.59
中彰投,2017,4,52.21,438.47,738.14,808.6200000000001,74.71
中彰投,2017,5,39.71,404.58,771.98,674.47,71.66999999999999
中彰投,2017,6,50.46,383.58000000000004,818.89,708.8,71.03999999999999
中彰投,2017,7,51.04,406.36,872.55,789.1500000000001,75.27
中彰投,2017,8,44.3,415.81,846.33,810.3799999999999,74.03999999999999
中彰投,2017,9,45.92,449.6,881.98,881.55,77.88
中彰投,2017,10,46.02,476.78,883.8199999999999,893.56,78.7
中彰投,2017,11,45.63,466.97,879.44,893.63,76.33
中彰投,2017,12,44.52,461.25,944.39,894.24,78.41999999999999
中彰投,2017,13,47.26,456.59000000000003,989.6000000000001,921.3600000000001,78.72999999999999
中彰投,2017,14,49.46,430.62,1069.75,920.21,80.2
中彰投,2017,15,42.41,424.42,1026.74,862.5699999999999,80.03999999999999
中彰投,2017,16,37.78,389.17,969.97,816.3199999999999,78.72
中彰投,2017,17,40.91,384.88,959.74,759.9899999999999,79.35
中彰投,2017,18,40.44,387.55,895.23,720.5,79.68
中彰投,2017,19,37.45,363.86,927.32,715.37,82.78
中彰投,2017,20,37.09,380.29,980.84,676.84,83.41
中彰投,2017,21,37.69,357.21,926.58,617.4599999999999,81.86
中彰投,2017,22,33.07,320.3,883.34,514.87,77.65
中彰投,2017,23,34.53,301.76,832.26,452.12,74.17
