region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,3,9.69,354.53,454.62,540.64,57.32
中彰投,2016,4,9.94,343.46,488.86,478.5,55.72
中彰投,2016,5,11.21,344.40000000000003,471.31999999999994,422.22,53.67
中彰投,2016,6,14.44,312.06,593.68,499.76,55.870000000000005
中彰投,2016,7,7.9,305.39,574.38,521.22,55.81
中彰投,2016,8,15.06,320.55,606.99,656.36,57.97
中彰投,2016,9,13.77,355.3,555.1800000000001,630.35,58.5
中彰投,2016,10,13.05,374.96000000000004,586.05,707.81,63.03
中彰投,2016,11,11.06,397.97,539.5699999999999,631.4599999999999,62.959999999999994
中彰投,2016,12,10.72,397.66,480.60999999999996,627.8199999999999,59.39
中彰投,2016,13,10.37,394.6,612.42,651.15,59.620000000000005
中彰投,2016,14,12.05,345.76,682.33,795.68,63.269999999999996
中彰投,2016,15,9.5,317.8,716.77,767.6099999999999,66.08
中彰投,2016,16,9.14,294.25,613.69,686.94,62.43000000000001
中彰投,2016,17,8.8,277.59000000000003,583.2,537.1700000000001,61.050000000000004
中彰投,2016,18,8.45,265.43,623.75,557.34,60.760000000000005
中彰投,2016,19,8.02,247.42,610.57,515.6400000000001,62.77
中彰投,2016,20,7.72,249.73,695.3199999999999,517.25,62.959999999999994
中彰投,2016,21,7.69,255.01999999999998,657.95,474.95000000000005,64.3
中彰投,2016,22,7.14,225.62,616.56,422.11,59.19
中彰投,2016,23,6.47,199.67000000000002,533.44,349.90999999999997,56.33
中彰投,2016,24,6.01,156.03,473.38,231.37,48.45
中彰投,2016,25,6.3,161.06,477.09000000000003,231.73,51.11
中彰投,2016,26,5.84,159.52999999999997,450.69,235.84,51.79
中彰投,2016,27,5.7,167.57999999999998,498.09,282.01,56.8
中彰投,2016,28,5.42,155.84,486.58,255.71999999999997,52.589999999999996
中彰投,2016,29,5.92,149.41,459.63,255.57999999999998,50.78
中彰投,2016,30,5.57,145.87,457.33,282.90999999999997,51.62
中彰投,2016,31,5.82,166.41,540.85,356.54,56.269999999999996
中彰投,2016,32,5.9,179.61,617.45,385.27,58.96000000000001
中彰投,2016,33,6.04,186.46,608.65,343.02,56.760000000000005
中彰投,2016,34,6.49,182.51999999999998,614.71,376.87,57.6
中彰投,2016,35,6.66,194.41,728.13,478.90999999999997,59.29
中彰投,2016,36,6.89,193.89000000000001,718.72,467.62,56.5
中彰投,2016,37,6.44,201.39,633.94,391.48,53.78
中彰投,2016,38,6.11,202.73000000000002,537.28,296.25,50.720000000000006
中彰投,2016,39,7.47,214.60999999999999,557.44,349.35,54.010000000000005
中彰投,2016,40,6.23,234.63,608.85,451.83000000000004,57.900000000000006
中彰投,2016,41,6.31,233.35000000000002,547.49,420.43999999999994,55.66
中彰投,2016,42,7.02,257.85,625.1800000000001,588.5899999999999,62.760000000000005
中彰投,2016,43,7.09,266.02,603.7,585.95,65.75999999999999
中彰投,2016,44,7.39,277.94,676.61,646.53,67.94
