region,year,week,case_per_capita(‰),NO2_sum,O3_sum,PM25_sum,SO2_sum
中彰投,2016,5,6.46,572.01,777.79,783.1,91.91999999999999
中彰投,2016,6,9.33,545.72,916.91,842.18,93.34
中彰投,2016,7,2.6,542.11,888.16,837.0600000000001,93.13
中彰投,2016,8,7.26,538.03,930.16,898.82,92.57
中彰投,2016,9,6.58,557.56,983.23,994.0300000000001,96.12
中彰投,2016,10,7.0,572.6700000000001,1002.89,1122.6499999999999,102.49
中彰投,2016,11,6.08,623.94,876.05,1030.52,99.66
中彰投,2016,12,6.37,649.83,889.4599999999999,1100.6299999999999,99.7
中彰投,2016,13,5.85,646.72,1008.3199999999999,1117.44,104.14
中彰投,2016,14,6.92,614.4,1003.2,1195.85,104.42999999999999
中彰投,2016,15,5.88,592.6700000000001,1020.18,1160.4299999999998,102.75
中彰投,2016,16,6.35,543.0,1082.44,1172.92,103.61000000000001
中彰投,2016,17,6.02,494.33000000000004,1105.79,1105.2,106.09
中彰投,2016,18,6.26,463.5,1031.51,1066.6200000000001,103.89000000000001
中彰投,2016,19,6.0,444.66,1010.6800000000001,892.8800000000001,103.11000000000001
中彰投,2016,20,5.64,426.26,1084.34,854.84,102.96999999999998
中彰投,2016,21,5.78,424.27,1075.77,854.6300000000001,105.75999999999999
中彰投,2016,22,5.69,392.69000000000005,1044.04,777.82,101.25
中彰投,2016,23,5.25,360.50000000000006,994.03,647.41,98.53999999999999
中彰投,2016,24,4.87,332.88,938.5799999999999,570.36,91.44
中彰投,2016,25,5.33,304.02,825.8100000000001,492.3,89.4
中彰投,2016,26,5.0,265.01,786.77,408.3,86.03
中彰投,2016,27,5.13,274.84,820.11,430.26,89.04999999999998
中彰投,2016,28,4.71,260.19,778.95,398.11,85.66
中彰投,2016,29,5.43,258.39,773.02,432.51,88.36
中彰投,2016,30,5.47,259.65,800.3499999999999,481.43999999999994,89.56
中彰投,2016,31,5.44,267.07,869.1100000000001,518.8100000000001,90.14
中彰投,2016,32,5.17,270.42,892.3800000000001,535.77,90.52000000000001
中彰投,2016,33,4.89,290.27,922.42,568.74,93.73
中彰投,2016,34,5.24,300.17999999999995,1024.19,640.1,96.96000000000001
中彰投,2016,35,5.38,318.96000000000004,1163.18,731.77,98.19
中彰投,2016,36,5.65,317.75,1100.29,679.8199999999999,93.96000000000001
中彰投,2016,37,5.14,321.9599999999999,1040.68,646.31,91.78
中彰投,2016,38,4.75,335.23,1091.81,685.0,92.15
中彰投,2016,39,5.46,349.84000000000003,1043.02,652.3000000000001,90.37
中彰投,2016,40,4.76,362.17999999999995,921.4000000000001,619.23,90.39000000000001
中彰投,2016,41,5.81,374.69000000000005,920.58,637.8199999999999,91.31
中彰投,2016,42,5.6,406.3,1034.26,849.41,99.35000000000001
中彰投,2016,43,5.72,425.46999999999997,987.82,908.9300000000001,105.42999999999999
中彰投,2016,44,5.62,438.02000000000004,1039.75,935.0,105.24
中彰投,2016,45,6.11,460.1099999999999,1063.1999999999998,931.98,105.60000000000001
中彰投,2016,46,6.13,515.0799999999999,1120.25,1115.8400000000001,113.44
中彰投,2016,47,6.06,533.35,1012.8,985.1899999999999,108.77
中彰投,2016,48,5.81,548.63,999.28,932.29,101.71
中彰投,2016,49,6.21,577.26,946.72,964.4200000000001,104.5
中彰投,2016,50,6.43,584.3900000000001,912.4399999999999,961.1800000000001,102.14999999999999
中彰投,2016,51,6.45,585.82,875.86,921.15,100.13999999999999
中彰投,2016,52,6.25,585.5699999999999,900.96,947.9699999999999,97.65
中彰投,2017,1,6.09,591.69,907.8199999999999,1093.42,99.93
中彰投,2017,2,6.26,595.5500000000001,900.04,1101.7199999999998,98.45999999999998
中彰投,2017,3,7.07,580.5,888.38,1063.51,96.41
中彰投,2017,4,7.33,554.26,917.8299999999999,1004.9100000000001,93.00999999999999
中彰投,2017,5,4.27,520.3299999999999,943.61,955.3900000000001,91.19999999999999
中彰投,2017,6,6.85,501.89000000000004,994.8299999999999,907.27,90.52999999999999
中彰投,2017,7,6.59,506.71000000000004,1049.83,935.69,92.53999999999999
中彰投,2017,8,6.11,519.87,1059.6200000000001,993.0699999999999,92.46
中彰投,2017,9,5.89,531.46,1087.45,1028.32,94.36999999999999
中彰投,2017,10,6.3,574.0899999999999,1106.6699999999998,1126.36,97.56
中彰投,2017,11,6.0,590.1,1110.38,1120.52,97.83
中彰投,2017,12,6.28,574.76,1131.46,1098.16,95.60999999999999
中彰投,2017,13,6.57,572.24,1230.7200000000003,1139.3000000000002,99.05999999999999
中彰投,2017,14,6.35,555.11,1294.44,1165.02,99.88
中彰投,2017,15,6.35,537.74,1253.3,1089.53,99.16999999999999
中彰投,2017,16,5.9,496.96000000000004,1221.99,1020.8499999999999,98.0
中彰投,2017,17,5.9,495.87,1246.07,1005.05,99.99
中彰投,2017,18,6.06,486.07,1200.07,964.16,100.83000000000001
中彰投,2017,19,5.7,470.98,1110.8700000000001,884.69,101.75
中彰投,2017,20,5.64,452.83000000000004,1176.0900000000001,835.12,101.37
中彰投,2017,21,5.74,463.90999999999997,1202.68,806.1899999999999,103.13
中彰投,2017,22,4.73,421.49,1123.67,719.04,99.13000000000001
中彰投,2017,23,5.47,385.19,1047.9,616.31,96.24000000000001
中彰投,2017,24,5.12,356.1,953.4,506.06999999999994,88.48
中彰投,2017,25,5.64,319.65,812.08,453.92999999999995,84.31
中彰投,2017,26,5.26,290.52,747.89,419.77,82.55
中彰投,2017,27,5.24,282.18,703.69,379.76,81.06
中彰投,2017,28,5.47,273.9,706.65,363.40999999999997,80.93
中彰投,2017,29,5.51,283.08,795.32,429.34000000000003,85.86
中彰投,2017,30,5.23,292.45,899.06,514.47,94.00999999999999
中彰投,2017,31,4.94,286.04,902.6999999999999,499.19,91.66
中彰投,2017,32,5.06,272.62,877.7,528.1,90.74000000000001
中彰投,2017,33,4.99,273.53999999999996,856.3799999999999,541.55,91.68999999999998
中彰投,2017,34,5.02,279.08,839.0899999999999,556.26,92.55000000000001
中彰投,2017,35,5.05,287.04,829.7699999999999,561.4000000000001,90.23
中彰投,2017,36,5.29,297.94,848.5300000000001,600.0699999999999,93.23
中彰投,2017,37,4.92,329.29999999999995,935.9000000000001,650.78,99.12
中彰投,2017,38,5.36,363.71,1101.3700000000001,790.0500000000001,107.44
中彰投,2017,39,5.36,367.75,1108.56,807.1500000000001,108.82000000000001
中彰投,2017,40,5.37,381.12,1147.06,842.4200000000002,109.21000000000001
中彰投,2017,41,5.2,406.6,1177.26,897.02,112.9
中彰投,2017,42,5.4,402.15,1161.3300000000002,842.0699999999999,106.72000000000001
中彰投,2017,43,6.3,394.86,1176.1,778.27,94.5
中彰投,2017,44,6.2,407.12,1233.29,762.4699999999999,88.78
中彰投,2017,45,6.03,423.45,1201.37,748.9100000000001,85.64
中彰投,2017,46,5.65,444.39000000000004,1155.4099999999999,737.5699999999999,82.72999999999999
中彰投,2017,47,6.12,472.1,1126.03,762.47,84.19000000000001
中彰投,2017,48,5.98,483.54,993.58,751.51,85.74000000000001
中彰投,2017,49,6.34,497.84,919.69,770.12,85.82
中彰投,2017,50,6.4,510.8299999999999,875.8199999999999,749.1,85.95
中彰投,2017,51,6.65,506.22,914.6100000000001,756.16,84.31
中彰投,2017,52,7.15,528.9000000000001,948.6500000000001,924.4300000000001,89.68
中彰投,2018,1,5.32,554.26,895.48,954.6099999999999,90.81
中彰投,2018,2,5.67,550.29,896.0000000000001,917.0999999999999,90.9
中彰投,2018,3,5.95,565.99,895.61,975.89,92.24000000000001
中彰投,2018,4,5.39,570.7,874.28,939.6500000000001,90.86000000000001
中彰投,2018,5,5.5,544.71,842.3799999999999,781.5500000000001,84.49
中彰投,2018,6,6.3,539.56,865.75,753.57,82.47999999999999
中彰投,2018,7,5.13,546.6700000000001,912.1300000000001,862.8399999999999,85.22
中彰投,2018,8,4.9,528.73,928.4499999999999,845.13,83.5
中彰投,2018,9,5.79,541.12,927.9899999999999,972.54,86.28999999999999
中彰投,2018,10,5.8,536.42,967.24,988.9,87.13
中彰投,2018,11,6.12,541.78,1040.61,1055.8,91.57000000000001
中彰投,2018,12,6.06,536.9399999999999,1085.5900000000001,1012.4,89.23
中彰投,2018,13,6.13,520.68,1182.5700000000002,1064.96,90.34
中彰投,2018,14,5.34,481.79999999999995,1241.96,1009.52,89.16000000000001
中彰投,2018,15,6.55,470.67999999999995,1248.63,1016.25,91.98
