region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,1,0.52,131.39,365.03,198.22,19.85
中彰投,2016,2,1.64,175.08,298.23,162.66,18.4
中彰投,2016,3,1.7,148.15,307.85,179.76,19.07
中彰投,2016,4,1.83,165.63,276.77,136.08,18.25
中彰投,2016,5,2.65,157.54,209.2,106.38,16.35
中彰投,2016,6,3.65,270.51,435.61,257.3,21.27
中彰投,2016,7,3.14,146.33,278.16,157.54,18.19
中彰投,2016,8,5.65,190.15,442.57,241.52,18.51
中彰投,2016,9,5.53,218.7,449.51,231.29,21.8
中彰投,2016,10,5.57,177.2,390.26,235.0,22.72
中彰投,2016,11,4.62,143.67,276.42,165.17,18.44
中彰投,2016,12,4.28,159.74,392.15,227.65,18.23
中彰投,2016,13,3.79,309.01,441.31,258.33,22.95
中彰投,2016,14,3.73,213.58,506.85,309.7,22.09
中彰投,2016,15,2.84,194.18,334.24,199.58,21.04
中彰投,2016,16,2.29,205.93,330.7,177.66,19.3
中彰投,2016,17,1.9,183.09,298.28,159.93,20.71
中彰投,2016,18,1.73,234.73,380.33,219.75,20.75
中彰投,2016,19,1.37,192.75,264.22,135.96,21.31
中彰投,2016,20,1.2,267.84,315.61,161.54,20.9
中彰投,2016,21,1.07,197.36,318.04,177.45,22.09
中彰投,2016,22,1.0,151.36,204.3,83.12,16.2
中彰投,2016,23,0.99,184.72,190.53,89.34,18.04
中彰投,2016,24,0.75,137.3,153.1,58.91,14.21
中彰投,2016,25,0.83,155.07,199.88,83.48,18.86
中彰投,2016,26,0.83,158.32,205.37,93.45,18.72
中彰投,2016,27,0.71,184.7,223.33,105.08,19.22
中彰投,2016,28,0.75,143.56,140.59,57.19,14.65
中彰投,2016,29,0.71,131.37,199.81,93.31,16.91
中彰投,2016,30,0.72,182.4,241.71,132.41,20.06
中彰投,2016,31,0.8,227.08,253.11,130.82,19.3
中彰投,2016,32,0.68,207.97,238.96,122.04,19.6
中彰投,2016,33,0.8,173.6,197.13,90.16,17.86
中彰投,2016,34,0.86,233.14,312.97,164.67,20.14
中彰投,2016,35,0.8,321.39,398.22,224.08,21.29
中彰投,2016,36,0.85,164.19,170.26,78.87,15.07
中彰投,2016,37,0.85,148.36,203.27,88.53,17.42
中彰投,2016,38,0.87,224.73,290.16,128.85,18.23
中彰投,2016,39,1.16,184.35,293.52,131.97,18.36
中彰投,2016,40,0.97,199.77,349.96,191.01,21.31
中彰投,2016,41,0.97,163.37,212.64,97.46,15.99
中彰投,2016,42,1.09,262.04,533.51,300.12,25.46
中彰投,2016,43,1.21,178.29,361.36,188.37,24.31
