region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,1,13.28,131.39,365.03,198.22,19.85
中彰投,2016,2,47.73,175.08,298.23,162.66,18.4
中彰投,2016,3,47.97,148.15,307.85,179.76,19.07
中彰投,2016,4,49.15,165.63,276.77,136.08,18.25
中彰投,2016,5,57.13,157.54,209.2,106.38,16.35
中彰投,2016,6,72.47,270.51,435.61,257.3,21.27
中彰投,2016,7,38.59,146.33,278.16,157.54,18.19
中彰投,2016,8,76.48,190.15,442.57,241.52,18.51
中彰投,2016,9,71.16,218.7,449.51,231.29,21.8
中彰投,2016,10,69.69,177.2,390.26,235.0,22.72
中彰投,2016,11,59.74,143.67,276.42,165.17,18.44
中彰投,2016,12,57.44,159.74,392.15,227.65,18.23
中彰投,2016,13,55.18,309.01,441.31,258.33,22.95
中彰投,2016,14,61.74,213.58,506.85,309.7,22.09
中彰投,2016,15,48.75,194.18,334.24,199.58,21.04
中彰投,2016,16,47.09,205.93,330.7,177.66,19.3
中彰投,2016,17,44.64,183.09,298.28,159.93,20.71
中彰投,2016,18,43.91,234.73,380.33,219.75,20.75
中彰投,2016,19,41.86,192.75,264.22,135.96,21.31
中彰投,2016,20,40.27,267.84,315.61,161.54,20.9
中彰投,2016,21,40.53,197.36,318.04,177.45,22.09
中彰投,2016,22,36.36,151.36,204.3,83.12,16.2
中彰投,2016,23,33.49,184.72,190.53,89.34,18.04
中彰投,2016,24,31.75,137.3,153.1,58.91,14.21
中彰投,2016,25,33.46,155.07,199.88,83.48,18.86
中彰投,2016,26,31.45,158.32,205.37,93.45,18.72
中彰投,2016,27,31.16,184.7,223.33,105.08,19.22
中彰投,2016,28,29.87,143.56,140.59,57.19,14.65
中彰投,2016,29,31.33,131.37,199.81,93.31,16.91
中彰投,2016,30,30.06,182.4,241.71,132.41,20.06
中彰投,2016,31,30.91,227.08,253.11,130.82,19.3
中彰投,2016,32,31.79,207.97,238.96,122.04,19.6
中彰投,2016,33,32.59,173.6,197.13,90.16,17.86
中彰投,2016,34,34.21,233.14,312.97,164.67,20.14
中彰投,2016,35,34.82,321.39,398.22,224.08,21.29
中彰投,2016,36,36.42,164.19,170.26,78.87,15.07
中彰投,2016,37,34.44,148.36,203.27,88.53,17.42
中彰投,2016,38,32.94,224.73,290.16,128.85,18.23
中彰投,2016,39,39.43,184.35,293.52,131.97,18.36
中彰投,2016,40,33.09,199.77,349.96,191.01,21.31
中彰投,2016,41,35.76,163.37,212.64,97.46,15.99
中彰投,2016,42,38.87,262.04,533.51,300.12,25.46
中彰投,2016,43,38.37,178.29,361.36,188.37,24.31
中彰投,2016,44,39.24,236.28,343.92,158.04,18.17
中彰投,2016,45,45.19,223.22,360.46,187.99,21.67
中彰投,2016,46,43.6,220.42,517.58,281.32,23.83
中彰投,2016,47,42.4,154.59,322.08,169.47,20.79
中彰投,2016,48,41.84,164.77,304.14,135.47,17.25
中彰投,2016,49,43.52,183.72,387.05,190.17,20.96
中彰投,2016,50,44.46,188.94,380.85,184.75,19.32
中彰投,2016,51,45.78,183.84,441.17,241.29,21.82
中彰投,2016,52,46.52,179.69,407.4,196.29,18.3
中彰投,2017,1,45.91,171.63,512.3,280.92,19.53
中彰投,2017,2,46.83,175.94,365.68,198.47,19.49
中彰投,2017,3,48.12,177.28,302.43,146.54,17.27
中彰投,2017,4,52.21,213.29,356.25,182.69,18.42
中彰投,2017,5,39.71,205.47,321.39,146.77,16.49
中彰投,2017,6,50.46,222.85,445.61,232.8,18.86
中彰投,2017,7,51.04,230.94,436.35,226.89,21.5
中彰投,2017,8,44.3,187.07,380.91,203.92,17.19
中彰投,2017,9,45.92,241.12,413.71,217.94,20.33
中彰投,2017,10,46.02,224.69,405.27,244.81,19.68
中彰投,2017,11,45.63,226.56,398.46,226.96,19.13
中彰投,2017,12,44.52,252.02,381.48,204.53,19.28
中彰投,2017,13,47.26,286.33,475.16,245.06,20.64
中彰投,2017,14,49.46,304.84,433.87,243.66,21.15
中彰投,2017,15,42.41,183.55,317.54,169.32,18.97
中彰投,2017,16,37.78,195.25,290.73,158.28,17.96
中彰投,2017,17,40.91,276.1,371.88,188.73,21.27
中彰投,2017,18,40.44,240.33,371.82,204.17,21.48
中彰投,2017,19,37.45,215.64,361.46,164.19,22.07
中彰投,2017,20,37.09,248.77,240.35,119.75,18.59
中彰投,2017,21,37.69,221.84,262.06,129.35,19.72
中彰投,2017,22,33.07,197.09,207.76,101.58,17.27
中彰投,2017,23,34.53,164.56,211.91,101.44,18.59
中彰投,2017,24,34.3,121.14,155.74,53.95,14.31
中彰投,2017,25,38.43,107.45,164.4,67.61,14.42
中彰投,2017,26,37.39,157.65,210.86,95.19,17.96
中彰投,2017,27,36.74,152.89,153.16,61.57,15.78
中彰投,2017,28,36.52,167.52,195.25,85.09,18.46
中彰投,2017,29,35.0,209.81,246.61,119.88,19.24
中彰投,2017,30,33.32,211.19,269.31,152.74,22.57
中彰投,2017,31,31.14,161.29,181.31,79.91,15.61
中彰投,2017,32,29.58,127.89,203.54,90.48,14.86
中彰投,2017,33,29.93,146.2,190.26,98.54,19.41
