Pollutant,Importance_mean,Importance_std
PM25,1.5546043379185723,0.14185295546532325
PM10,0.4363484505015455,0.050569237716269456
O3,0.29965318959055637,0.05305424690271149
SO2,0.1663145081957521,0.03733668574333639
