Pollutant,Importance_mean,Importance_std
PM25,0.9399534371861278,0.08981112447623799
O3,0.16619195422473332,0.033308034234019845
SO2,0.11020384899309367,0.03624384669338162
PM10,0.08741509009948395,0.02609284916066977
