Pollutant,Importance_mean,Importance_std
PM25,1.5883194010661348,0.11245542024502916
SO2,0.134932347195841,0.026164954273287886
O3,0.10612067339429615,0.023053368458929243
PM10,0.07108287437177768,0.01784691637750346
