Pollutant,Importance_mean,Importance_std
PM25,1.6978562694174342,0.10600112963338623
SO2,0.238003857021005,0.032139818944330246
O3,0.2329541947764047,0.033812106358439
PM10,0.052120914025340886,0.01253925722576161
