region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,1,0.43,131.39,365.03,198.22,19.85
中彰投,2016,2,1.74,175.08,298.23,162.66,18.4
中彰投,2016,3,1.56,148.15,307.85,179.76,19.07
中彰投,2016,4,1.48,165.63,276.77,136.08,18.25
中彰投,2016,5,1.54,157.54,209.2,106.38,16.35
中彰投,2016,6,2.11,270.51,435.61,257.3,21.27
中彰投,2016,7,0.83,146.33,278.16,157.54,18.19
中彰投,2016,8,1.99,190.15,442.57,241.52,18.51
中彰投,2016,9,1.87,218.7,449.51,231.29,21.8
中彰投,2016,10,2.0,177.2,390.26,235.0,22.72
中彰投,2016,11,1.65,143.67,276.42,165.17,18.44
中彰投,2016,12,1.63,159.74,392.15,227.65,18.23
中彰投,2016,13,1.61,309.01,441.31,258.33,22.95
中彰投,2016,14,1.9,213.58,506.85,309.7,22.09
中彰投,2016,15,1.55,194.18,334.24,199.58,21.04
中彰投,2016,16,1.77,205.93,330.7,177.66,19.3
中彰投,2016,17,1.7,183.09,298.28,159.93,20.71
中彰投,2016,18,1.62,234.73,380.33,219.75,20.75
中彰投,2016,19,1.53,192.75,264.22,135.96,21.31
中彰投,2016,20,1.54,267.84,315.61,161.54,20.9
中彰投,2016,21,1.47,197.36,318.04,177.45,22.09
中彰投,2016,22,1.56,151.36,204.3,83.12,16.2
中彰投,2016,23,1.49,184.72,190.53,89.34,18.04
中彰投,2016,24,1.25,137.3,153.1,58.91,14.21
中彰投,2016,25,1.47,155.07,199.88,83.48,18.86
中彰投,2016,26,1.38,158.32,205.37,93.45,18.72
中彰投,2016,27,1.23,184.7,223.33,105.08,19.22
中彰投,2016,28,1.25,143.56,140.59,57.19,14.65
中彰投,2016,29,1.33,131.37,199.81,93.31,16.91
中彰投,2016,30,1.37,182.4,241.71,132.41,20.06
中彰投,2016,31,1.12,227.08,253.11,130.82,19.3
中彰投,2016,32,1.27,207.97,238.96,122.04,19.6
中彰投,2016,33,1.17,173.6,197.13,90.16,17.86
中彰投,2016,34,1.46,233.14,312.97,164.67,20.14
中彰投,2016,35,1.3,321.39,398.22,224.08,21.29
中彰投,2016,36,1.36,164.19,170.26,78.87,15.07
中彰投,2016,37,1.24,148.36,203.27,88.53,17.42
中彰投,2016,38,1.08,224.73,290.16,128.85,18.23
中彰投,2016,39,1.46,184.35,293.52,131.97,18.36
中彰投,2016,40,1.24,199.77,349.96,191.01,21.31
中彰投,2016,41,1.48,163.37,212.64,97.46,15.99
中彰投,2016,42,1.48,262.04,533.51,300.12,25.46
中彰投,2016,43,1.48,178.29,361.36,188.37,24.31
中彰投,2016,44,1.45,236.28,343.92,158.04,18.17
中彰投,2016,45,1.58,223.22,360.46,187.99,21.67
中彰投,2016,46,1.66,220.42,517.58,281.32,23.83
中彰投,2016,47,1.37,154.59,322.08,169.47,20.79
中彰投,2016,48,1.36,164.77,304.14,135.47,17.25
中彰投,2016,49,1.71,183.72,387.05,190.17,20.96
