region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,5,11.81,777.79,1457.08,783.1,91.91999999999999
中彰投,2016,6,15.53,916.91,1527.6599999999999,842.18,93.34
中彰投,2016,7,8.74,888.16,1507.5900000000001,837.0600000000001,93.13
中彰投,2016,8,17.69,930.16,1642.3100000000002,898.82,92.57
中彰投,2016,9,16.75,983.23,1815.05,994.0300000000001,96.12
中彰投,2016,10,15.48,1002.89,1996.1100000000001,1122.6499999999999,102.49
中彰投,2016,11,13.68,876.05,1836.92,1030.52,99.66
中彰投,2016,12,12.62,889.4599999999999,1950.9099999999999,1100.6299999999999,99.7
中彰投,2016,13,11.9,1008.3199999999999,1949.65,1117.44,104.14
中彰投,2016,14,13.45,1003.2,2006.99,1195.85,104.42999999999999
中彰投,2016,15,10.94,1020.18,1950.9700000000003,1160.4299999999998,102.75
中彰投,2016,16,10.85,1082.44,2005.25,1172.92,103.61000000000001
中彰投,2016,17,9.77,1105.79,1911.38,1105.2,106.09
中彰投,2016,18,9.85,1031.51,1850.4,1066.6200000000001,103.89000000000001
中彰投,2016,19,9.17,1010.6800000000001,1607.77,892.8800000000001,103.11000000000001
中彰投,2016,20,8.66,1084.34,1589.14,854.84,102.96999999999998
中彰投,2016,21,8.51,1075.77,1576.48,854.6300000000001,105.75999999999999
中彰投,2016,22,7.67,1044.04,1482.5,777.82,101.25
中彰投,2016,23,6.93,994.03,1292.7,647.41,98.53999999999999
中彰投,2016,24,6.86,938.5799999999999,1181.58,570.36,91.44
中彰投,2016,25,6.68,825.8100000000001,1065.85,492.3,89.4
中彰投,2016,26,6.3,786.77,953.1800000000001,408.3,86.03
中彰投,2016,27,5.96,820.11,972.21,430.26,89.04999999999998
中彰投,2016,28,5.78,778.95,922.27,398.11,85.66
中彰投,2016,29,5.99,773.02,968.98,432.51,88.36
中彰投,2016,30,5.72,800.3499999999999,1010.8100000000001,481.43999999999994,89.56
中彰投,2016,31,6.11,869.1100000000001,1058.5500000000002,518.8100000000001,90.14
中彰投,2016,32,6.15,892.3800000000001,1074.18,535.77,90.52000000000001
中彰投,2016,33,6.18,922.42,1130.72,568.74,93.73
中彰投,2016,34,6.52,1024.19,1243.88,640.1,96.96000000000001
中彰投,2016,35,6.73,1163.18,1400.3899999999999,731.77,98.19
中彰投,2016,36,7.09,1100.29,1317.54,679.8199999999999,93.96000000000001
中彰投,2016,37,6.81,1040.68,1281.85,646.31,91.78
中彰投,2016,38,6.45,1091.81,1374.88,685.0,92.15
中彰投,2016,39,7.55,1043.02,1355.43,652.3000000000001,90.37
中彰投,2016,40,6.54,921.4000000000001,1307.17,619.23,90.39000000000001
中彰投,2016,41,6.76,920.58,1349.55,637.8199999999999,91.31
中彰投,2016,42,7.32,1034.26,1679.79,849.41,99.35000000000001
中彰投,2016,43,7.43,987.82,1750.99,908.9300000000001,105.42999999999999
中彰投,2016,44,7.6,1039.75,1801.3899999999999,935.0,105.24
