region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,2,1.64,306.47,663.26,360.88,38.25
中彰投,2016,3,1.7,323.23,606.08,342.41999999999996,37.47
中彰投,2016,4,1.83,313.78,584.62,315.84000000000003,37.32
中彰投,2016,5,2.65,323.16999999999996,485.96999999999997,242.46,34.6
中彰投,2016,6,3.65,428.04999999999995,644.81,363.68,37.620000000000005
中彰投,2016,7,3.14,416.84000000000003,713.77,414.84000000000003,39.46
中彰投,2016,8,5.65,336.48,720.73,399.06,36.7
中彰投,2016,9,5.53,408.85,892.0799999999999,472.81,40.31
中彰投,2016,10,5.57,395.9,839.77,466.28999999999996,44.519999999999996
中彰投,2016,11,4.62,320.87,666.6800000000001,400.16999999999996,41.16
中彰投,2016,12,4.28,303.40999999999997,668.5699999999999,392.82,36.67
中彰投,2016,13,3.79,468.75,833.46,485.98,41.18
中彰投,2016,14,3.73,522.59,948.1600000000001,568.03,45.04
中彰投,2016,15,2.84,407.76,841.09,509.28,43.129999999999995
中彰投,2016,16,2.29,400.11,664.94,377.24,40.34
中彰投,2016,17,1.9,389.02,628.98,337.59000000000003,40.010000000000005
中彰投,2016,18,1.73,417.82,678.6099999999999,379.68,41.46
中彰投,2016,19,1.37,427.48,644.55,355.71000000000004,42.06
中彰投,2016,20,1.2,460.59,579.83,297.5,42.209999999999994
中彰投,2016,21,1.07,465.2,633.6500000000001,338.99,42.989999999999995
中彰投,2016,22,1.0,348.72,522.34,260.57,38.29
中彰投,2016,23,0.99,336.08000000000004,394.83000000000004,172.46,34.239999999999995
中彰投,2016,24,0.75,322.02,343.63,148.25,32.25
中彰投,2016,25,0.83,292.37,352.98,142.39,33.07
中彰投,2016,26,0.83,313.39,405.25,176.93,37.58
中彰投,2016,27,0.71,343.02,428.70000000000005,198.53,37.94
中彰投,2016,28,0.75,328.26,363.92,162.26999999999998,33.87
中彰投,2016,29,0.71,274.93,340.4,150.5,31.560000000000002
中彰投,2016,30,0.72,313.77,441.52,225.72,36.97
中彰投,2016,31,0.8,409.48,494.82000000000005,263.23,39.36
中彰投,2016,32,0.68,435.05,492.07000000000005,252.86,38.900000000000006
中彰投,2016,33,0.8,381.57,436.09000000000003,212.2,37.46
中彰投,2016,34,0.86,406.74,510.1,254.82999999999998,38.0
中彰投,2016,35,0.8,554.53,711.19,388.75,41.43
中彰投,2016,36,0.85,485.58,568.48,302.95000000000005,36.36
中彰投,2016,37,0.85,312.55,373.53,167.4,32.49
中彰投,2016,38,0.87,373.09000000000003,493.43000000000006,217.38,35.650000000000006
中彰投,2016,39,1.16,409.08,583.6800000000001,260.82,36.59
中彰投,2016,40,0.97,384.12,643.48,322.98,39.67
中彰投,2016,41,0.97,363.14,562.5999999999999,288.46999999999997,37.3
中彰投,2016,42,1.09,425.41,746.15,397.58,41.45
中彰投,2016,43,1.21,440.33000000000004,894.87,488.49,49.769999999999996
中彰投,2016,44,1.03,414.57,705.28,346.40999999999997,42.480000000000004
中彰投,2016,45,1.25,459.5,704.38,346.03,39.84
中彰投,2016,46,1.28,443.64,878.04,469.31,45.5
中彰投,2016,47,1.21,375.01,839.6600000000001,450.78999999999996,44.62
中彰投,2016,48,1.38,319.36,626.22,304.94,38.04
中彰投,2016,49,1.39,348.49,691.19,325.64,38.21
中彰投,2016,50,1.32,372.65999999999997,767.9000000000001,374.91999999999996,40.28
中彰投,2016,51,1.41,372.78,822.02,426.03999999999996,41.14
中彰投,2016,52,1.45,363.53,848.5699999999999,437.58,40.120000000000005
中彰投,2017,1,1.36,351.32,919.6999999999999,477.21000000000004,37.83
中彰投,2017,2,1.45,347.57,877.98,479.39,39.019999999999996
中彰投,2017,3,1.38,353.22,668.11,345.01,36.76
中彰投,2017,4,1.53,390.57,658.6800000000001,329.23,35.69
中彰投,2017,5,1.32,418.76,677.64,329.46000000000004,34.91
中彰投,2017,6,1.37,428.32,767.0,379.57000000000005,35.349999999999994
中彰投,2017,7,1.53,453.78999999999996,881.96,459.69,40.36
中彰投,2017,8,1.36,418.01,817.26,430.80999999999995,38.69
中彰投,2017,9,1.3,428.19,794.62,421.86,37.519999999999996
中彰投,2017,10,1.24,465.81,818.98,462.75,40.01
中彰投,2017,11,1.22,451.25,803.73,471.77,38.81
中彰投,2017,12,1.38,478.58000000000004,779.94,431.49,38.41
中彰投,2017,13,1.47,538.35,856.6400000000001,449.59000000000003,39.92
中彰投,2017,14,1.18,591.17,909.03,488.72,41.79
中彰投,2017,15,1.16,488.39,751.4100000000001,412.98,40.12
中彰投,2017,16,1.36,378.8,608.27,327.6,36.93
中彰投,2017,17,1.2,471.35,662.61,347.01,39.230000000000004
中彰投,2017,18,1.25,516.4300000000001,743.7,392.9,42.75
中彰投,2017,19,1.35,455.97,733.28,368.36,43.55
中彰投,2017,20,1.35,464.40999999999997,601.81,283.94,40.66
中彰投,2017,21,1.45,470.61,502.40999999999997,249.1,38.31
中彰投,2017,22,1.69,418.93,469.82,230.93,36.989999999999995
中彰投,2017,23,2.0,361.65,419.66999999999996,203.01999999999998,35.86
中彰投,2017,24,2.4,285.7,367.65,155.39,32.9
中彰投,2017,25,3.47,228.59,320.14,121.56,28.73
中彰投,2017,26,4.0,265.1,375.26,162.8,32.38
中彰投,2017,27,3.46,310.53999999999996,364.02,156.76,33.74
中彰投,2017,28,3.32,320.40999999999997,348.40999999999997,146.66,34.24
中彰投,2017,29,3.2,377.33000000000004,441.86,204.97,37.7
中彰投,2017,30,2.6,421.0,515.9200000000001,272.62,41.81
中彰投,2017,31,2.14,372.48,450.62,232.65,38.18
中彰投,2017,32,1.95,289.18,384.85,170.39,30.47
中彰投,2017,33,1.44,274.09,393.79999999999995,189.02,34.269999999999996
中彰投,2017,34,1.24,338.72,450.09999999999997,233.13,39.510000000000005
中彰投,2017,35,1.04,394.39,556.4,292.47,40.35
中彰投,2017,36,1.08,381.92,529.78,276.46,38.86
中彰投,2017,37,0.94,395.31,519.3,259.77,39.36
中彰投,2017,38,1.03,526.9300000000001,697.17,379.0,48.480000000000004
中彰投,2017,39,1.03,511.38,693.67,389.5,49.21
中彰投,2017,40,0.99,440.08000000000004,658.65,344.84000000000003,42.120000000000005
中彰投,2017,41,0.99,450.62,739.1700000000001,366.33000000000004,42.94
中彰投,2017,42,0.96,409.58000000000004,577.59,259.42,36.870000000000005
中彰投,2017,43,1.06,525.77,569.39,260.25,30.08
中彰投,2017,44,0.86,583.3399999999999,685.53,309.9,31.27
中彰投,2017,45,0.94,465.34999999999997,719.78,315.48,33.26
中彰投,2017,46,0.94,372.74,729.93,341.43,36.89
中彰投,2017,47,1.01,334.24,591.0999999999999,272.98,35.42
中彰投,2017,48,1.0,363.94,592.73,274.19,33.09
中彰投,2017,49,1.11,377.0,644.94,317.55,32.9
中彰投,2017,50,1.26,347.59000000000003,627.28,313.07,33.47
中彰投,2017,51,1.44,367.66,657.96,327.47,35.379999999999995
中彰投,2017,52,1.71,407.07000000000005,835.97,448.31000000000006,39.15
中彰投,2018,1,1.59,344.81,869.86,472.64,39.59
中彰投,2018,2,1.77,324.35,602.4200000000001,310.21999999999997,34.120000000000005
中彰投,2018,3,2.43,347.72,638.39,334.35,34.9
中彰投,2018,4,2.85,345.94,696.02,350.02,35.34
中彰投,2018,5,2.63,353.84000000000003,489.77,253.97,31.4
中彰投,2018,6,2.59,336.28,493.36,286.56,31.21
中彰投,2018,7,2.52,394.1,800.46,391.51,34.85
中彰投,2018,8,3.05,410.41999999999996,859.35,425.90999999999997,35.92
中彰投,2018,9,2.83,361.79999999999995,842.1600000000001,459.72,36.41
