region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,5,11.21,777.79,1457.08,783.1,91.91999999999999
中彰投,2016,6,14.44,916.91,1527.6599999999999,842.18,93.34
中彰投,2016,7,7.9,888.16,1507.5900000000001,837.0600000000001,93.13
中彰投,2016,8,15.06,930.16,1642.3100000000002,898.82,92.57
中彰投,2016,9,13.77,983.23,1815.05,994.0300000000001,96.12
中彰投,2016,10,13.05,1002.89,1996.1100000000001,1122.6499999999999,102.49
中彰投,2016,11,11.06,876.05,1836.92,1030.52,99.66
中彰投,2016,12,10.72,889.4599999999999,1950.9099999999999,1100.6299999999999,99.7
中彰投,2016,13,10.37,1008.3199999999999,1949.65,1117.44,104.14
中彰投,2016,14,12.05,1003.2,2006.99,1195.85,104.42999999999999
中彰投,2016,15,9.5,1020.18,1950.9700000000003,1160.4299999999998,102.75
中彰投,2016,16,9.14,1082.44,2005.25,1172.92,103.61000000000001
中彰投,2016,17,8.8,1105.79,1911.38,1105.2,106.09
中彰投,2016,18,8.45,1031.51,1850.4,1066.6200000000001,103.89000000000001
中彰投,2016,19,8.02,1010.6800000000001,1607.77,892.8800000000001,103.11000000000001
中彰投,2016,20,7.72,1084.34,1589.14,854.84,102.96999999999998
中彰投,2016,21,7.69,1075.77,1576.48,854.6300000000001,105.75999999999999
中彰投,2016,22,7.14,1044.04,1482.5,777.82,101.25
中彰投,2016,23,6.47,994.03,1292.7,647.41,98.53999999999999
中彰投,2016,24,6.01,938.5799999999999,1181.58,570.36,91.44
中彰投,2016,25,6.3,825.8100000000001,1065.85,492.3,89.4
中彰投,2016,26,5.84,786.77,953.1800000000001,408.3,86.03
中彰投,2016,27,5.7,820.11,972.21,430.26,89.04999999999998
中彰投,2016,28,5.42,778.95,922.27,398.11,85.66
中彰投,2016,29,5.92,773.02,968.98,432.51,88.36
中彰投,2016,30,5.57,800.3499999999999,1010.8100000000001,481.43999999999994,89.56
中彰投,2016,31,5.82,869.1100000000001,1058.5500000000002,518.8100000000001,90.14
中彰投,2016,32,5.9,892.3800000000001,1074.18,535.77,90.52000000000001
中彰投,2016,33,6.04,922.42,1130.72,568.74,93.73
中彰投,2016,34,6.49,1024.19,1243.88,640.1,96.96000000000001
中彰投,2016,35,6.66,1163.18,1400.3899999999999,731.77,98.19
中彰投,2016,36,6.89,1100.29,1317.54,679.8199999999999,93.96000000000001
中彰投,2016,37,6.44,1040.68,1281.85,646.31,91.78
中彰投,2016,38,6.11,1091.81,1374.88,685.0,92.15
中彰投,2016,39,7.47,1043.02,1355.43,652.3000000000001,90.37
中彰投,2016,40,6.23,921.4000000000001,1307.17,619.23,90.39000000000001
中彰投,2016,41,6.31,920.58,1349.55,637.8199999999999,91.31
中彰投,2016,42,7.02,1034.26,1679.79,849.41,99.35000000000001
中彰投,2016,43,7.09,987.82,1750.99,908.9300000000001,105.42999999999999
中彰投,2016,44,7.39,1039.75,1801.3899999999999,935.0,105.24
中彰投,2016,45,8.29,1063.1999999999998,1811.8899999999999,931.98,105.60000000000001
中彰投,2016,46,8.25,1120.25,2116.83,1115.8400000000001,113.44
中彰投,2016,47,7.97,1012.8,1905.4,985.1899999999999,108.77
中彰投,2016,48,7.62,999.28,1848.1800000000003,932.29,101.71
中彰投,2016,49,8.13,946.72,1891.31,964.4200000000001,104.5
中彰投,2016,50,8.48,912.4399999999999,1911.6999999999998,961.1800000000001,102.14999999999999
中彰投,2016,51,9.0,875.86,1835.29,921.15,100.13999999999999
中彰投,2016,52,9.16,900.96,1920.6100000000001,947.9699999999999,97.65
中彰投,2017,1,9.29,907.8199999999999,2128.77,1093.42,99.93
中彰投,2017,2,9.44,900.04,2107.4,1101.7199999999998,98.45999999999998
中彰投,2017,3,9.4,888.38,2028.98,1063.51,96.41
中彰投,2017,4,10.72,917.8299999999999,1944.06,1004.9100000000001,93.00999999999999
中彰投,2017,5,8.22,943.61,1858.05,955.3900000000001,91.19999999999999
中彰投,2017,6,10.56,994.8299999999999,1791.3600000000001,907.27,90.52999999999999
中彰投,2017,7,10.71,1049.83,1862.03,935.69,92.53999999999999
中彰投,2017,8,8.59,1059.6200000000001,1940.5099999999998,993.0699999999999,92.46
中彰投,2017,9,9.16,1087.45,1997.9699999999998,1028.32,94.36999999999999
中彰投,2017,10,9.4,1106.6699999999998,2081.8500000000004,1126.36,97.56
中彰投,2017,11,9.24,1110.38,2034.7000000000003,1120.52,97.83
中彰投,2017,12,9.09,1131.46,1979.8300000000002,1098.16,95.60999999999999
中彰投,2017,13,9.44,1230.7200000000003,2074.08,1139.3000000000002,99.05999999999999
中彰投,2017,14,10.38,1294.44,2094.24,1165.02,99.88
中彰投,2017,15,8.8,1253.3,2006.5100000000002,1089.53,99.16999999999999
中彰投,2017,16,7.79,1221.99,1898.78,1020.8499999999999,98.0
中彰投,2017,17,8.26,1246.07,1889.18,1005.05,99.99
中彰投,2017,18,8.03,1200.07,1785.8400000000001,964.16,100.83000000000001
中彰投,2017,19,7.43,1110.8700000000001,1713.4299999999998,884.69,101.75
中彰投,2017,20,7.49,1176.0900000000001,1636.2399999999998,835.12,101.37
中彰投,2017,21,7.36,1202.68,1607.5699999999997,806.1899999999999,103.13
中彰投,2017,22,6.51,1123.67,1443.4499999999998,719.04,99.13000000000001
中彰投,2017,23,6.68,1047.9,1283.54,616.31,96.24000000000001
中彰投,2017,24,6.68,953.4,1077.82,506.06999999999994,88.48
中彰投,2017,25,6.92,812.08,1001.8699999999999,453.92999999999995,84.31
中彰投,2017,26,6.73,747.89,950.67,419.77,82.55
中彰投,2017,27,7.23,703.69,896.0699999999999,379.76,81.06
中彰投,2017,28,7.15,706.65,879.41,363.40999999999997,80.93
中彰投,2017,29,6.95,795.32,970.28,429.34000000000003,85.86
中彰投,2017,30,6.61,899.06,1075.19,514.47,94.00999999999999
中彰投,2017,31,6.03,902.6999999999999,1045.64,499.19,91.66
中彰投,2017,32,5.68,877.7,1096.02,528.1,90.74000000000001
中彰投,2017,33,5.84,856.3799999999999,1091.0299999999997,541.55,91.68999999999998
中彰投,2017,34,5.84,839.0899999999999,1104.26,556.26,92.55000000000001
中彰投,2017,35,6.22,829.7699999999999,1131.51,561.4000000000001,90.23
中彰投,2017,36,6.16,848.5300000000001,1183.4199999999998,600.0699999999999,93.23
中彰投,2017,37,6.47,935.9000000000001,1265.9599999999998,650.78,99.12
中彰投,2017,38,6.74,1101.3700000000001,1486.79,790.0500000000001,107.44
中彰投,2017,39,6.26,1108.56,1509.53,807.1500000000001,108.82000000000001
中彰投,2017,40,6.53,1147.06,1589.04,842.4200000000002,109.21000000000001
中彰投,2017,41,6.8,1177.26,1718.9199999999998,897.02,112.9
中彰投,2017,42,6.82,1161.3300000000002,1647.33,842.0699999999999,106.72000000000001
中彰投,2017,43,8.14,1176.1,1591.1399999999999,778.27,94.5
中彰投,2017,44,8.09,1233.29,1639.1899999999998,762.4699999999999,88.78
中彰投,2017,45,8.09,1201.37,1652.27,748.9100000000001,85.64
中彰投,2017,46,8.08,1155.4099999999999,1629.95,737.5699999999999,82.72999999999999
中彰投,2017,47,8.2,1126.03,1665.7799999999997,762.47,84.19000000000001
中彰投,2017,48,8.11,993.58,1653.29,751.51,85.74000000000001
中彰投,2017,49,8.86,919.69,1625.19,770.12,85.82
中彰投,2017,50,9.59,875.8199999999999,1560.79,749.1,85.95
中彰投,2017,51,10.43,914.6100000000001,1553.22,756.16,84.31
中彰投,2017,52,11.73,948.6500000000001,1805.66,924.4300000000001,89.68
中彰投,2018,1,8.71,895.48,1830.35,954.6099999999999,90.81
中彰投,2018,2,9.43,896.0000000000001,1763.14,917.0999999999999,90.9
中彰投,2018,3,10.08,895.61,1841.46,975.89,92.24000000000001
中彰投,2018,4,10.02,874.28,1801.2,939.6500000000001,90.86000000000001
中彰投,2018,5,9.32,842.3799999999999,1495.2599999999998,781.5500000000001,84.49
中彰投,2018,6,10.02,865.75,1424.6999999999998,753.57,82.47999999999999
中彰投,2018,7,9.26,912.1300000000001,1693.3,862.8399999999999,85.22
中彰投,2018,8,9.87,928.4499999999999,1645.66,845.13,83.5
中彰投,2018,9,10.21,927.9899999999999,1839.44,972.54,86.28999999999999
中彰投,2018,10,9.18,967.24,1934.99,988.9,87.13
中彰投,2018,11,9.93,1040.61,2068.7400000000002,1055.8,91.57000000000001
中彰投,2018,12,10.03,1085.5900000000001,1948.0000000000002,1012.4,89.23
中彰投,2018,13,9.95,1182.5700000000002,2069.2,1064.96,90.34
中彰投,2018,14,8.13,1241.96,2051.76,1009.52,89.16000000000001
中彰投,2018,15,9.51,1248.63,2069.55,1016.25,91.98
中彰投,2018,16,7.99,1295.51,2077.79,1008.1800000000001,93.79
中彰投,2018,17,7.38,1286.54,2096.27,1043.16,98.36
中彰投,2018,18,7.25,1246.74,1970.42,966.2,100.31
中彰投,2018,19,6.98,1227.5900000000001,1797.52,895.72,101.25999999999999
中彰投,2018,20,6.15,1151.72,1703.35,856.0100000000001,101.03
中彰投,2018,21,6.06,1069.27,1539.3700000000001,774.44,100.96000000000001
中彰投,2018,22,5.73,1048.04,1399.04,681.34,99.7
中彰投,2018,23,5.35,1039.02,1313.9499999999998,631.52,101.56
中彰投,2018,24,5.75,1108.9499999999998,1281.3999999999999,623.45,103.25
中彰投,2018,25,5.09,1083.82,1219.03,573.6700000000001,99.8
中彰投,2018,26,5.42,1027.4699999999998,1146.79,518.16,96.2
中彰投,2018,27,5.21,903.0399999999998,1036.46,452.79,91.71000000000001
中彰投,2018,28,5.67,856.77,1023.27,451.84999999999997,91.08000000000001
中彰投,2018,29,5.94,802.77,1058.92,493.5,90.79
中彰投,2018,30,5.9,846.4499999999999,1110.33,540.47,94.08
中彰投,2018,31,5.71,869.31,1104.08,543.51,91.65
中彰投,2018,32,5.86,987.7800000000001,1214.83,642.56,97.12
中彰投,2018,33,6.02,984.03,1119.7,590.21,91.05
中彰投,2018,34,5.97,955.21,954.72,486.32,86.52
中彰投,2018,35,6.34,914.11,915.8,455.63000000000005,83.33
中彰投,2018,36,6.34,940.9399999999999,936.61,470.72,83.05
中彰投,2018,37,6.5,903.2,972.4200000000001,457.33000000000004,83.37
中彰投,2018,38,6.51,924.5300000000001,1118.04,554.43,86.86999999999999
中彰投,2018,39,6.45,1010.2500000000001,1260.3900000000003,597.06,86.96
中彰投,2018,40,7.21,1250.13,1456.79,694.04,89.61999999999999
中彰投,2018,41,6.75,1291.73,1502.78,719.77,91.00999999999999
中彰投,2018,42,6.27,1337.4,1473.0400000000002,702.8100000000001,87.97
中彰投,2018,43,6.86,1414.5700000000002,1558.4,709.66,88.74
中彰投,2018,44,7.74,1344.11,1560.14,721.79,89.47
中彰投,2018,45,6.7,1199.46,1678.6799999999998,810.9399999999999,93.1
中彰投,2018,46,6.74,1166.01,1771.7099999999998,851.3500000000001,95.88
中彰投,2018,47,6.91,1116.82,1811.79,864.45,95.41999999999999
中彰投,2018,48,7.66,1025.1100000000001,1773.75,861.14,95.07
中彰投,2018,49,8.54,968.79,1773.01,860.72,94.66999999999999
中彰投,2018,50,8.98,909.79,1540.98,714.81,89.41
中彰投,2018,51,9.35,925.24,1640.2399999999998,752.91,89.22999999999999
中彰投,2018,52,9.22,913.94,1531.57,687.71,86.23
中彰投,2019,1,7.18,865.5200000000001,1463.25,650.0,82.96000000000001
中彰投,2019,2,9.24,847.4099999999999,1519.8200000000002,678.88,82.83999999999999
中彰投,2019,3,8.97,884.51,1642.1999999999998,747.9,82.53999999999999
中彰投,2019,4,9.8,890.9799999999999,1588.02,718.87,79.96
中彰投,2019,5,12.83,911.58,1814.9900000000002,851.6799999999998,82.27000000000001
中彰投,2019,6,5.49,970.22,1858.3700000000001,872.45,81.09
中彰投,2019,7,10.81,1003.29,1823.5100000000002,870.99,81.27000000000001
中彰投,2019,8,9.29,987.55,1785.2,862.52,81.02000000000001
中彰投,2019,9,8.79,981.14,1802.3,903.5600000000001,80.25999999999999
中彰投,2019,10,8.65,964.9999999999999,1589.1799999999998,814.35,78.47
中彰投,2019,11,9.43,1027.02,1687.12,891.12,81.91000000000001
中彰投,2019,12,9.06,1023.5900000000001,1725.1,927.08,82.48
中彰投,2019,13,9.05,1091.87,1704.2599999999998,915.9699999999999,82.50000000000001
中彰投,2019,14,8.36,1127.63,1660.59,912.26,81.72999999999999
中彰投,2019,15,8.26,1153.04,1721.03,937.59,82.72
中彰投,2019,16,8.0,1112.5700000000002,1546.91,839.6400000000001,80.21000000000001
中彰投,2019,17,7.63,1143.0,1474.71,798.98,80.04
中彰投,2019,18,7.31,1110.6999999999998,1402.56,751.5999999999999,78.28
中彰投,2019,19,7.48,1065.15,1295.48,673.05,79.61999999999999
中彰投,2019,20,7.25,973.7099999999999,1206.81,616.4699999999999,77.84
中彰投,2019,21,7.01,995.86,1293.52,655.09,80.16
中彰投,2019,22,6.83,952.9999999999999,1208.98,594.5600000000001,80.17999999999999
中彰投,2019,23,6.47,855.49,1106.64,543.78,81.08
中彰投,2019,24,6.92,858.83,977.27,483.71,78.84
中彰投,2019,25,6.39,857.42,935.9,454.99,79.25999999999999
中彰投,2019,26,6.0,776.19,729.6699999999998,338.76,75.28
中彰投,2019,27,5.62,739.76,686.53,309.42,72.73
中彰投,2019,28,5.89,757.74,684.0999999999999,322.62,71.98
中彰投,2019,29,5.85,722.9000000000001,730.48,343.48,71.45
中彰投,2019,30,5.79,751.32,725.68,348.51000000000005,72.08
中彰投,2019,31,5.59,798.58,800.83,403.4799999999999,75.73
中彰投,2019,32,5.59,854.0600000000001,869.2800000000001,447.04999999999995,76.84
中彰投,2019,33,5.78,916.0899999999999,833.1700000000001,424.48,76.21
中彰投,2019,34,6.12,918.08,836.3300000000002,433.21999999999997,78.25
中彰投,2019,35,6.19,970.22,916.75,501.81999999999994,81.81
中彰投,2019,36,6.27,960.43,891.5600000000001,498.4699999999999,81.2
中彰投,2019,37,6.13,1029.0700000000002,948.99,568.47,83.38
中彰投,2019,38,7.4,1185.55,1107.39,624.03,85.28999999999999
中彰投,2019,39,7.0,1220.81,1162.8700000000001,635.81,85.01
中彰投,2019,40,6.3,1279.94,1304.54,747.7099999999999,84.48
中彰投,2019,41,6.58,1366.3899999999999,1466.8999999999999,827.1400000000001,85.21000000000001
中彰投,2019,42,7.97,1411.6599999999999,1464.0500000000002,772.4399999999999,83.11
中彰投,2019,43,7.9,1322.9399999999998,1494.8799999999999,812.74,85.46000000000001
中彰投,2019,44,7.44,1365.9,1608.99,850.0600000000001,84.63000000000001
中彰投,2019,45,7.62,1382.24,1531.47,731.4100000000001,81.85000000000001
中彰投,2019,46,8.6,1374.6200000000003,1596.38,764.1899999999999,80.91
中彰投,2019,47,8.71,1265.9900000000002,1558.36,756.8600000000001,80.91
中彰投,2019,48,8.26,1218.25,1526.1,718.72,78.72999999999999
中彰投,2019,49,8.69,1168.06,1339.3000000000002,641.9300000000001,76.8
中彰投,2019,50,9.61,1075.81,1375.3899999999999,688.35,77.82
中彰投,2019,51,9.83,935.81,1190.27,583.5999999999999,76.33
中彰投,2019,52,9.46,899.95,1190.65,591.65,76.48
北北基桃竹苗,2016,5,11.11,893.44,1301.8899999999999,648.02,90.58999999999999
北北基桃竹苗,2016,6,14.3,1016.72,1369.31,691.88,90.22
北北基桃竹苗,2016,7,7.4,986.76,1329.72,668.44,87.18
北北基桃竹苗,2016,8,14.25,1038.1100000000001,1408.13,664.97,84.59
北北基桃竹苗,2016,9,12.68,1104.23,1470.3400000000001,698.57,81.94999999999999
北北基桃竹苗,2016,10,12.12,1078.9099999999999,1627.6,813.1500000000001,89.1
北北基桃竹苗,2016,11,11.02,1000.8499999999999,1476.04,725.9300000000001,84.61
北北基桃竹苗,2016,12,10.32,1045.89,1563.9100000000003,774.86,86.14
北北基桃竹苗,2016,13,9.7,1095.65,1631.02,857.3000000000001,94.55
北北基桃竹苗,2016,14,11.06,1043.4099999999999,1779.38,989.4200000000001,102.53
北北基桃竹苗,2016,15,8.97,1059.8899999999999,1743.68,973.3199999999999,101.11
北北基桃竹苗,2016,16,8.87,1097.75,1798.04,993.98,104.79
北北基桃竹苗,2016,17,8.28,1080.31,1806.4,1008.48,110.29
北北基桃竹苗,2016,18,8.04,1073.09,1795.47,1014.5100000000001,111.16000000000001
北北基桃竹苗,2016,19,7.85,1083.96,1615.63,877.9399999999999,109.58000000000001
北北基桃竹苗,2016,20,7.46,1155.36,1580.2,833.24,106.96000000000001
北北基桃竹苗,2016,21,7.43,1102.6,1548.76,831.0400000000001,112.57000000000001
北北基桃竹苗,2016,22,6.82,1061.9199999999998,1449.75,746.51,110.61
北北基桃竹苗,2016,23,6.26,965.8299999999999,1251.8600000000001,607.67,106.97
北北基桃竹苗,2016,24,6.02,899.0799999999999,1141.83,526.8100000000001,99.41999999999999
北北基桃竹苗,2016,25,6.23,806.35,1092.3899999999999,491.91999999999996,104.06
北北基桃竹苗,2016,26,6.03,805.5699999999999,1026.22,434.28999999999996,101.52000000000001
北北基桃竹苗,2016,27,5.6,794.47,986.6,411.77,99.67
北北基桃竹苗,2016,28,5.42,766.43,945.98,379.59,97.0
北北基桃竹苗,2016,29,5.66,776.39,1003.25,415.96,99.75
北北基桃竹苗,2016,30,5.58,826.6200000000001,1057.17,466.04999999999995,103.35
北北基桃竹苗,2016,31,5.64,854.95,1073.21,473.67999999999995,100.97000000000001
北北基桃竹苗,2016,32,5.76,868.6200000000001,1072.37,478.55,103.35
北北基桃竹苗,2016,33,5.95,890.3600000000001,1073.38,483.26,104.74000000000001
北北基桃竹苗,2016,34,6.15,933.75,1107.75,504.26,108.57000000000001
北北基桃竹苗,2016,35,6.13,1048.32,1183.44,535.8,104.97000000000001
北北基桃竹苗,2016,36,6.4,1012.96,1158.45,522.31,103.62
北北基桃竹苗,2016,37,6.03,994.77,1152.03,510.7299999999999,99.61
北北基桃竹苗,2016,38,5.56,1033.2699999999998,1205.19,523.86,96.32000000000001
北北基桃竹苗,2016,39,6.86,1023.29,1167.2,497.58000000000004,90.09
北北基桃竹苗,2016,40,5.57,851.5600000000002,1062.23,427.32000000000005,85.57
北北基桃竹苗,2016,41,6.15,884.8100000000001,1032.35,401.50000000000006,81.01
北北基桃竹苗,2016,42,6.15,913.9000000000001,1092.46,442.36,81.75
北北基桃竹苗,2016,43,6.45,895.48,1168.97,509.19000000000005,91.47999999999999
北北基桃竹苗,2016,44,6.84,965.65,1201.68,514.46,93.67
北北基桃竹苗,2016,45,8.04,1025.26,1236.11,536.62,95.54
北北基桃竹苗,2016,46,8.36,1052.97,1411.99,636.3100000000001,103.53999999999999
北北基桃竹苗,2016,47,8.46,1047.29,1385.68,620.74,107.51
北北基桃竹苗,2016,48,8.19,1057.59,1340.3000000000002,567.91,97.61000000000001
北北基桃竹苗,2016,49,8.49,1030.05,1386.6000000000001,594.73,98.88000000000001
北北基桃竹苗,2016,50,8.37,1042.27,1409.6000000000001,595.0,96.14
北北基桃竹苗,2016,51,9.04,1008.4200000000001,1361.3899999999999,575.9300000000001,93.07999999999998
北北基桃竹苗,2016,52,9.22,1062.73,1436.6100000000001,612.71,87.01999999999998
北北基桃竹苗,2017,1,9.1,1029.42,1498.8600000000001,676.5500000000001,91.69999999999999
北北基桃竹苗,2017,2,8.92,1026.19,1479.19,698.45,91.56
北北基桃竹苗,2017,3,9.46,1006.4000000000001,1423.31,672.01,89.9
北北基桃竹苗,2017,4,10.59,1072.72,1398.2,649.96,86.00999999999999
北北基桃竹苗,2017,5,8.56,1061.43,1359.56,639.8199999999999,85.44000000000001
北北基桃竹苗,2017,6,10.78,1147.15,1381.9500000000003,653.1600000000001,82.11
北北基桃竹苗,2017,7,10.26,1184.74,1411.4999999999998,659.42,80.3
北北基桃竹苗,2017,8,8.71,1189.33,1433.3600000000001,694.0699999999999,79.94
