region,year,week,case_per_capita(‰),O3_sum,PM10_sum,PM25_sum,SO2_sum
中彰投,2016,3,6.0,454.62,971.11,540.64,57.32
中彰投,2016,4,6.26,488.86,882.85,478.5,55.72
中彰投,2016,5,6.46,471.31999999999994,793.8199999999999,422.22,53.67
中彰投,2016,6,9.33,593.68,921.5799999999999,499.76,55.870000000000005
中彰投,2016,7,2.6,574.38,922.97,521.22,55.81
中彰投,2016,8,7.26,606.99,1156.3400000000001,656.36,57.97
中彰投,2016,9,6.58,555.1800000000001,1170.24,630.35,58.5
中彰投,2016,10,7.0,586.05,1282.34,707.81,63.03
中彰投,2016,11,6.08,539.5699999999999,1116.19,631.4599999999999,62.959999999999994
中彰投,2016,12,6.37,480.60999999999996,1058.83,627.8199999999999,59.39
中彰投,2016,13,5.85,612.42,1109.88,651.15,59.620000000000005
中彰投,2016,14,6.92,682.33,1340.31,795.68,63.269999999999996
中彰投,2016,15,5.88,716.77,1282.4,767.6099999999999,66.08
中彰投,2016,16,6.35,613.69,1171.79,686.94,62.43000000000001
中彰投,2016,17,6.02,583.2,963.22,537.1700000000001,61.050000000000004
中彰投,2016,18,6.26,623.75,1009.31,557.34,60.760000000000005
中彰投,2016,19,6.0,610.57,942.8299999999999,515.6400000000001,62.77
中彰投,2016,20,5.64,695.3199999999999,960.1600000000001,517.25,62.959999999999994
中彰投,2016,21,5.78,657.95,897.8700000000001,474.95000000000005,64.3
中彰投,2016,22,5.69,616.56,837.95,422.11,59.19
中彰投,2016,23,5.25,533.44,712.8700000000001,349.90999999999997,56.33
中彰投,2016,24,4.87,473.38,547.9300000000001,231.37,48.45
中彰投,2016,25,5.33,477.09000000000003,543.51,231.73,51.11
中彰投,2016,26,5.0,450.69,558.35,235.84,51.79
中彰投,2016,27,5.13,498.09,628.58,282.01,56.8
中彰投,2016,28,4.71,486.58,569.29,255.71999999999997,52.589999999999996
中彰投,2016,29,5.43,459.63,563.73,255.57999999999998,50.78
中彰投,2016,30,5.47,457.33,582.11,282.90999999999997,51.62
中彰投,2016,31,5.44,540.85,694.6300000000001,356.54,56.269999999999996
中彰投,2016,32,5.17,617.45,733.7800000000001,385.27,58.96000000000001
中彰投,2016,33,4.89,608.65,689.2,343.02,56.760000000000005
中彰投,2016,34,5.24,614.71,749.0600000000001,376.87,57.6
中彰投,2016,35,5.38,728.13,908.32,478.90999999999997,59.29
中彰投,2016,36,5.65,718.72,881.45,467.62,56.5
中彰投,2016,37,5.14,633.94,771.75,391.48,53.78
中彰投,2016,38,4.75,537.28,663.69,296.25,50.720000000000006
中彰投,2016,39,5.46,557.44,786.95,349.35,54.010000000000005
中彰投,2016,40,4.76,608.85,933.6400000000001,451.83000000000004,57.900000000000006
中彰投,2016,41,5.81,547.49,856.1199999999999,420.43999999999994,55.66
中彰投,2016,42,5.6,625.1800000000001,1096.11,588.5899999999999,62.760000000000005
中彰投,2016,43,5.72,603.7,1107.51,585.95,65.75999999999999
中彰投,2016,44,5.62,676.61,1238.79,646.53,67.94
中彰投,2016,45,6.11,637.79,1065.74,534.4,64.15
中彰投,2016,46,6.13,679.92,1221.96,627.35,63.67
中彰投,2016,47,6.06,598.23,1200.1200000000001,638.78,66.28999999999999
中彰投,2016,48,5.81,539.78,1143.8000000000002,586.26,61.87
中彰投,2016,49,6.21,503.08000000000004,1013.27,495.11,59.0
中彰投,2016,50,6.43,537.43,1072.04,510.39,57.53
中彰投,2016,51,6.45,556.5,1209.07,616.2099999999999,62.1
中彰投,2016,52,6.25,552.47,1229.42,622.3299999999999,59.440000000000005
中彰投,2017,1,6.09,535.16,1360.87,718.5,59.65
中彰投,2017,2,6.26,527.26,1285.38,675.68,57.31999999999999
中彰投,2017,3,7.07,524.85,1180.4099999999999,625.9300000000001,56.29
中彰投,2017,4,7.33,566.51,1024.3600000000001,527.7,55.17999999999999
中彰投,2017,5,4.27,596.04,980.0699999999999,476.0,52.17999999999999
中彰投,2017,6,6.85,641.61,1123.25,562.26,53.769999999999996
中彰投,2017,7,6.59,659.26,1203.35,606.46,56.849999999999994
中彰投,2017,8,6.11,640.86,1262.87,663.6099999999999,57.55
中彰投,2017,9,5.89,659.13,1230.97,648.75,59.019999999999996
中彰投,2017,10,6.3,652.88,1199.89,666.67,57.2
中彰投,2017,11,6.0,692.37,1217.44,689.71,59.14
中彰投,2017,12,6.28,703.27,1185.21,676.3,58.089999999999996
中彰投,2017,13,6.57,764.9100000000001,1255.1000000000001,676.5500000000001,59.05
中彰投,2017,14,6.35,843.1899999999999,1290.51,693.25,61.07
中彰投,2017,15,6.35,774.72,1226.5700000000002,658.04,60.76
中彰投,2017,16,5.9,683.64,1042.1399999999999,571.26,58.08
中彰投,2017,17,5.9,654.9000000000001,980.1500000000001,516.3299999999999,58.2
中彰投,2017,18,6.06,711.6800000000001,1034.43,551.18,60.71
中彰投,2017,19,5.7,732.07,1105.1599999999999,557.09,64.82
中彰投,2017,20,5.64,704.74,973.6299999999999,488.11,62.14
中彰投,2017,21,5.74,686.25,863.8699999999999,413.28999999999996,60.38
中彰投,2017,22,4.73,667.7,710.17,350.68,55.58
中彰投,2017,23,5.47,583.49,681.73,332.37,55.58
中彰投,2017,24,5.12,482.78999999999996,575.41,256.96999999999997,50.17
中彰投,2017,25,5.64,393.15,532.05,223.0,47.32
中彰投,2017,26,5.26,386.24,531.0,216.75,46.690000000000005
中彰投,2017,27,5.24,417.98999999999995,528.42,224.37,48.160000000000004
中彰投,2017,28,5.47,478.05999999999995,559.27,241.85,52.2
中彰投,2017,29,5.51,530.22,595.02,266.54,53.480000000000004
中彰投,2017,30,5.23,588.52,711.1700000000001,357.71000000000004,60.27
中彰投,2017,31,4.94,582.29,697.23,352.53,57.42
中彰投,2017,32,5.06,500.37,654.1600000000001,323.13,53.04
中彰投,2017,33,4.99,435.38,575.1099999999999,268.93,49.879999999999995
中彰投,2017,34,5.02,466.61,653.64,323.61,54.370000000000005
中彰投,2017,35,5.05,540.5899999999999,746.66,391.01000000000005,59.760000000000005
中彰投,2017,36,5.29,574.44,789.6199999999999,411.04999999999995,58.96
