pollutant,importance_mean,importance_std
O3,0.5140330086103069,0.15286663232795564
NO2,0.48205926808531646,0.0570451594719547
SO2,0.11575154613969571,0.024892688488985876
PM25,0.04795166495989436,0.03793905607493895
