pollutant,importance_mean,importance_std
NO2,1.3524682222109556,0.09526639741345302
SO2,0.20229682221576997,0.0243686240721434
PM25,0.045015679757419554,0.010072438583886479
O3,0.01779942449005062,0.007029862331384116
