pollutant,importance_mean,importance_std
PM25,0.3382478671935235,0.03340542876034791
SO2,0.2488937185204825,0.05365812837044434
NO2,0.16080222291224347,0.03221157637976784
O3,0.1193744579989361,0.039415934025219104
