pollutant,importance_mean,importance_std
NO2,0.6389860625942644,0.06495965407412634
SO2,0.17939424167174556,0.02918441345051748
PM25,0.07737030397872131,0.033001712253660276
O3,0.018994478059155204,0.023377107018492646
