pollutant,importance_mean,importance_std
NO2,1.0778009428862136,0.08396858532201756
SO2,0.1382299986963322,0.021940753153044674
PM25,0.1339670446540851,0.017410939407399545
O3,0.047714110341754344,0.011162893570350824
