Pollutant,Importance_mean,Importance_std
SO2,1.0435617419253125,0.07589892979862432
PM25,0.44305380254444654,0.045041849746665606
O3,0.12926514100536418,0.028332315833808436
PM10,0.04453595374590145,0.016902250673713225
