Pollutant,Importance_mean,Importance_std
SO2,0.8254503970678821,0.08333864464638822
PM25,0.27583615066939465,0.05019980740017409
O3,0.14138742966293016,0.02406783416593589
PM10,0.0736641107821149,0.03108768856373037
