Pollutant,Importance_mean,Importance_std
PM25,0.6292248823378344,0.05016129835533862
O3,0.228685253853823,0.06515937123533294
SO2,0.16494184942212137,0.030512483814994593
PM10,0.031946705769833154,0.014378874083256162
