Pollutant,Importance_mean,Importance_std
SO2,0.6867048667232363,0.08679576461250157
PM25,0.4553045461058228,0.0572295680080236
PM10,0.16830684031260462,0.020894246438252346
O3,0.11011949944998504,0.02866917734137139
