Pollutant,Importance_mean,Importance_std
SO2,1.7808751795191153,0.13816695606449805
PM10,0.13290032398601573,0.02218198426048688
PM25,0.13217262608459926,0.02638531163662782
O3,0.03942518178145823,0.012861900783444733
