Pollutant,Importance_mean,Importance_std
SO2,0.6812429289118993,0.07509246836724248
PM25,0.1740071045960607,0.020139892189304363
O3,0.14319075300280418,0.03450770349308431
PM10,0.08763077151614457,0.022318470397056075
