pollutant,importance_mean,importance_std
SO2,0.7034699017337481,0.07508170106397871
PM25,0.6501045314563652,0.04953192435555258
NO2,0.29180005062966274,0.026855129400254165
O3,0.029773774946465822,0.01537393723837633
