pollutant,importance_mean,importance_std
NO2,0.8553890419518975,0.07342022973819305
SO2,0.2454280736638404,0.03819373273737215
PM25,0.22782553774893538,0.026836075642384064
O3,0.043124580557596714,0.011568476309061966
