pollutant,importance_mean,importance_std
PM25,0.7208487529862346,0.052586295208949405
SO2,0.6733678916551127,0.07347140635540357
NO2,0.3590557393254397,0.03632396592808154
O3,0.08924035938108492,0.017197192254470774
