pollutant,importance_mean,importance_std
SO2,1.0677200017512818,0.09594705924210949
PM25,0.6598613364201484,0.0626836120068836
NO2,0.16133834588843884,0.02147082711295763
O3,0.12192121772451649,0.025563501056680062
