pollutant,importance_mean,importance_std
NO2,1.0191565365145687,0.0741579275775475
SO2,0.27457423871052905,0.03944451467600731
PM25,0.12053200941072356,0.018909928282141455
O3,0.09036891273309212,0.0159723393627248
