pollutant,importance_mean,importance_std
PM25,0.5243855156624687,0.07223178146126588
SO2,0.39424690895326225,0.06087168493799784
NO2,0.31902180770490335,0.04981392333526522
O3,0.2654074527683335,0.07209050190393845
