pollutant,importance_mean,importance_std
SO2,2.643682791515683,0.16369359241076342
NO2,0.412364845371694,0.03754820612108264
O3,0.06324841945445057,0.020721412191054184
PM25,0.0363035633643094,0.015396353119138503
