pollutant,importance_mean,importance_std
SO2,0.6917440125832701,0.07942802115856495
PM25,0.6086397874930857,0.06166502356485686
NO2,0.13479621973016892,0.026581757348613795
O3,0.09064370286089278,0.015942123087003185
